tableId,rowIndex,rowCounter,status_bin,status_txt,status,unresolved_prob,resolved_prob,status_code,Id,predicted_prob,predicted_status_code,predicted_status_label
64a7ba33-ceee-4593-87a3-8f08dd46c8f4,84,4.0,,"October 4, 2017 - No noxious weeds were observed. Effective control of scentless chamomile observed.",Resolved,0.10824076,0.8917593,,,,,
64a7ba33-ceee-4593-87a3-8f08dd46c8f4,85,1.0,,"July 3, 2017 - 65-80% overall vegetation establishment within this tract, consisting predominantly of alsike clover and American vetch, with brome, timothy and wheatgrass present as well. Low vegetation issue observed in 2015 resolved.",Resolved,0.13431479,0.86568516,,,,,
64a7ba33-ceee-4593-87a3-8f08dd46c8f4,85,2.0,,"July 3, 2017  - Aspen and willows are establishing along both sides of the pipeline right of way  - Minimal to moderate roach height exists throughout the tract with functional cross drains.",Resolved,0.054325584,0.9456744,,,,,
64a7ba33-ceee-4593-87a3-8f08dd46c8f4,85,3.0,,"July 3, 2017  - Pipeline marker posts were stabilized in this tract, issue resolved.",Unresolved,0.53255874,0.46744123,,,,,
64a7ba33-ceee-4593-87a3-8f08dd46c8f4,85,4.0,,"July 3, 2017  - KP 29+300 – Erosion previously noted is no longer evident, issue resolved.",Resolved,0.0322085,0.96779156,,,,,
64a7ba33-ceee-4593-87a3-8f08dd46c8f4,85,5.0,,"October 4, 2017 - No noxious weeds were observed.",Resolved,0.13314171,0.8668583000000001,,,,,
64a7ba33-ceee-4593-87a3-8f08dd46c8f4,86,1.0,,"July 3, 2017 - KP 29+200 – Erosion persists in drainage, recommend repairs. August 27, 2017 – Erosion repaired with the installation of erosion control materials. Monitor in 2018.",Unresolved,0.9898414000000001,0.0101586245,,,,,
64a7ba33-ceee-4593-87a3-8f08dd46c8f4,87,1.0,,"July 3, 2017 - 65-80% overall vegetation establishment within this tract, with portions of the tract exhibiting higher density than average. Vegetation consists predominantly of American vetch, with some alsike clover present, as well as brome, timothy and wheatgrass. Low vegetation issue observed in 2015 resolved.",Resolved,0.036644347,0.96335566,,,,,
64a7ba33-ceee-4593-87a3-8f08dd46c8f4,87,2.0,,"October 4, 2017 - No noxious weeds were observed.",Resolved,0.12845498,0.8715451,,,,,
64a7ba33-ceee-4593-87a3-8f08dd46c8f4,88,1.0,,"July 3, 2017 – Slumping observed within portion of steep slope to creek, repairs recommended. – Midget Creek - Banks of the watercourse crossing exhibit some slumping, however coir lifts are stable and vegetating; Willow plugs observed, with good emergence of willow transplants between coir lifts on the east side of the crossing. Coniferous trees plants on the upper banks observed. Good vegetation establishment on upper banks. Considerable flow is present at this time.",Resolved,0.010091616999999999,0.98990834,,,,,
64a7ba33-ceee-4593-87a3-8f08dd46c8f4,88,2.0,,"July 3, 2017  - All silt fencing can be removed, with the exception of the section below the slumping  August 24, 2017 - Re-built sloughed diversion berm; Willow staked slope, added additional diversion berm on spoil side of ROW.",Resolved,0.4803062,0.51969385,,,,,
64a7ba33-ceee-4593-87a3-8f08dd46c8f4,88,3.0,,"- All silt fencing can be removed, with the exception of the section below the slumping  August 24, 2017 - Re-built sloughed diversion berm; Willow staked slope, added additional diversion berm on spoil side of ROW. Slumping issue resolved.",Resolved,0.11943969,0.8805603000000001,,,,,
64a7ba33-ceee-4593-87a3-8f08dd46c8f4,88,4.0,,"August 24, 2017  - Removed all silt fencing, with the exception of those downslope of repairs. Issue resolved. October 04, 2017 – Seeded recent repaired areas with approved seed mix.",Unresolved,0.958364,0.04163598,,,,,
64a7ba33-ceee-4593-87a3-8f08dd46c8f4,89,1.0,,"July 3, 2017 - 65-80% overall vegetation establishment within this tract, with portions of the tract exhibiting higher density than average. Vegetation consists predominantly of American vetch, with some alsike clover present, as well as brome, timothy and wheatgrass.",Resolved,0.03554337,0.96445656,,,,,
64a7ba33-ceee-4593-87a3-8f08dd46c8f4,89,2.0,,"October 4, 2017 - No noxious weeds were observed.",Resolved,0.17190196,0.828098,,,,,
64a7ba33-ceee-4593-87a3-8f08dd46c8f4,90,1.0,,"July 3, 2017 - 65-80% overall vegetation establishment within this tract, consisting predominantly of sweet clover and alsike clover with brome, timothy and willows establishing. Low vegetation issue observed in 2015 resolved October 4, 2017 - No noxious weeds were observed.",Resolved,0.047749422,0.9522506,,,,,
64a7ba33-ceee-4593-87a3-8f08dd46c8f4,91,1.0,,- Treed Fen on ROW from KP 30+327 to 30+570 appears stable and at proper functionality.,Resolved,0.023959411,0.97604054,,,,,
64a7ba33-ceee-4593-87a3-8f08dd46c8f4,91,2.0,,- Vegetation establishment is 80-100% comparable to off ROW control with ditch line exhibiting 65-80% cover. Good establishment of rushes and willows on ROW with spruce trees emerging throughout wetland.,Resolved,0.03523444,0.9647655999999999,,,,,
64a7ba33-ceee-4593-87a3-8f08dd46c8f4,91,3.0,,- Trench crown present and stable through wetland with sufficient amount of cross drains for hydrology to be maintained.,Resolved,0.11623906,0.88376087,,,,,
64a7ba33-ceee-4593-87a3-8f08dd46c8f4,91,4.0,,- Uniform growth of graminoid vegetation and moisture content indicates that substrate health has been maintained. Good peat depth observed on and off ROW.,Resolved,0.008729223000000001,0.9912708,,,,,
64a7ba33-ceee-4593-87a3-8f08dd46c8f4,91,5.0,,- Soils within wetland are semi-saturated with some areas exhibiting higher moisture content.,Resolved,0.024076222,0.9759237,,,,,
64a7ba33-ceee-4593-87a3-8f08dd46c8f4,91,6.0,,- Wetland is stable and at pre-construction functionality; deciduous and coniferous tree species successfully emerging onto ROW. Pre-construction contours have been achieved. Habitat function maintained on ROW.,Resolved,0.008288211,0.99171174,,,,,
64a7ba33-ceee-4593-87a3-8f08dd46c8f4,91,7.0,,"- No subsidence, erosion or weed issues observed in wetland.",Resolved,0.004470208,0.99552983,,,,,
64a7ba33-ceee-4593-87a3-8f08dd46c8f4,92,1.0,,- Shrubby Fen on ROW from KP 30+350 to 31+100 appears stable and at proper functionality.,Resolved,0.020640613999999998,0.9793594000000001,,,,,
64a7ba33-ceee-4593-87a3-8f08dd46c8f4,92,2.0,,- Vegetation establishment is 80-100% comparable to off ROW control with ditch line exhibiting 65-80% cover. Good establishment of rushes and willows on ROW with spruce trees emerging throughout wetland.,Resolved,0.04035386,0.95964617,,,,,
64a7ba33-ceee-4593-87a3-8f08dd46c8f4,92,3.0,,- Trench crown present and stable through wetland with sufficient amount of cross drains for hydrology to be maintained.,Resolved,0.1547086,0.84529144,,,,,
64a7ba33-ceee-4593-87a3-8f08dd46c8f4,92,4.0,,- Uniform growth of graminoid vegetation and moisture content indicates that substrate health has been maintained. Good peat depth observed on and off ROW.,Resolved,0.011160871000000001,0.9888391,,,,,
64a7ba33-ceee-4593-87a3-8f08dd46c8f4,92,5.0,,- Soils within wetland are semi-saturated with some areas exhibiting higher moisture content.,Resolved,0.017136125,0.9828639000000001,,,,,
64a7ba33-ceee-4593-87a3-8f08dd46c8f4,92,6.0,,- Wetland is stable and at pre-construction functionality; deciduous and coniferous tree species successfully emerging onto ROW. Pre-construction contours have been achieved. Habitat function maintained on ROW.,Resolved,0.007488268,0.99251175,,,,,
64a7ba33-ceee-4593-87a3-8f08dd46c8f4,92,7.0,,"- No subsidence, erosion or weed issues observed in wetland.",Resolved,0.0037692357,0.9962308000000001,,,,,
64a7ba33-ceee-4593-87a3-8f08dd46c8f4,93,1.0,,"July 23, 2017 - July 23, 2017 – KP 30+350 to 31+000 – Intermittent herbicide application conducted to control scentless chamomile. Issue resolved.",Resolved,0.35746273,0.6425373000000001,,,,,
64a7ba33-ceee-4593-87a3-8f08dd46c8f4,93,2.0,,"October 4, 2017 - No noxious weeds were observed. Effective control of scentless chamomile observed.",Resolved,0.10371018,0.8962898000000001,,,,,
64a7ba33-ceee-4593-87a3-8f08dd46c8f4,94,1.0,,"July 3, 2017 - 65-80% overall vegetation establishment within this tract, consisting predominantly of sweet clover and alsike clover with brome, timothy and willows establishing. Low vegetation issue observed in 2015 resolved.",Resolved,0.18002532,0.81997466,,,,,
64a7ba33-ceee-4593-87a3-8f08dd46c8f4,94,2.0,,"July 3, 2017  - KP 30+600 – Ponding water observed, recommend repairs. August 27, 2017 – KP 30+600 – Ponding water repaired by modification to cross drain, issue resolved.",Unresolved,0.6363944,0.36360562,,,,,
64a7ba33-ceee-4593-87a3-8f08dd46c8f4,94,3.0,,"October 4, 2017 - No noxious weeds were observed.",Resolved,0.10242670000000001,0.8975733,,,,,
64a7ba33-ceee-4593-87a3-8f08dd46c8f4,95,1.0,,- Shrubby Fen on ROW from KP 30+870 to 31+290 appears stable and at proper functionality.,Resolved,0.015069195,0.98493075,,,,,
64a7ba33-ceee-4593-87a3-8f08dd46c8f4,95,2.0,,- Vegetation establishment is 80-100% comparable to off ROW control with some areas exhibiting 50-65% and 65-80% cover. Good establishment of rushes and willows on ROW with spruce trees emerging throughout wetland.,Resolved,0.024438815,0.9755611999999999,,,,,
64a7ba33-ceee-4593-87a3-8f08dd46c8f4,95,3.0,,"-  One (1) Scentless Chamomile plant was handpicked, bagged and disposed of at KP 31+060 and 31+110. Issue resolved.",Resolved,0.019054802,0.9809452,,,,,
64a7ba33-ceee-4593-87a3-8f08dd46c8f4,95,4.0,,- Trench crown present and stable through wetland with sufficient amount of cross drains for hydrology to be maintained.,Resolved,0.13949522,0.86050475,,,,,
64a7ba33-ceee-4593-87a3-8f08dd46c8f4,95,5.0,,- Uniform growth of graminoid vegetation and moisture content indicates that substrate health has been maintained. Good peat depth observed on and off ROW.,Resolved,0.009795403000000001,0.9902046,,,,,
64a7ba33-ceee-4593-87a3-8f08dd46c8f4,95,6.0,,- Soils within wetland are semi-saturated with some areas exhibiting higher moisture content.,Resolved,0.022422211,0.9775778,,,,,
64a7ba33-ceee-4593-87a3-8f08dd46c8f4,95,7.0,,- Wetland is stable and at pre-construction functionality; deciduous and coniferous tree species successfully emerging onto ROW. Pre-construction contours have been achieved. Habitat function maintained on ROW.,Resolved,0.007166507700000001,0.9928334999999999,,,,,
64a7ba33-ceee-4593-87a3-8f08dd46c8f4,95,8.0,,"- No subsidence, erosion or weed issues observed in wetland.",Resolved,0.0040206135999999995,0.9959793,,,,,
64a7ba33-ceee-4593-87a3-8f08dd46c8f4,95,9.0,,"October 4, 2017 - No noxious weeds were observed. Effective control of scentless chamomile observed.",Resolved,0.09126409,0.9087359,,,,,
64a7ba33-ceee-4593-87a3-8f08dd46c8f4,96,1.0,,.,Resolved,0.020876367,0.9791235999999999,,,,,
64a7ba33-ceee-4593-87a3-8f08dd46c8f4,97,1.0,,.,Resolved,0.02461734,0.9753826999999999,,,,,
64a7ba33-ceee-4593-87a3-8f08dd46c8f4,98,1.0,,.,Resolved,0.017603936,0.9823959999999999,,,,,
64a7ba33-ceee-4593-87a3-8f08dd46c8f4,99,1.0,,.,Resolved,0.024186024,0.9758139000000001,,,,,
64a7ba33-ceee-4593-87a3-8f08dd46c8f4,100,1.0,,"July 3, 2017 - Reclaimed banks and slopes are stable, coir lifts remain stable, and vegetation remains somewhat sparse across reclaimed ditchline with emerging grasses and clovers evident. Willow plugs observed. Coniferous trees have been planted on the upper slopes of the crossing, exhibiting good survival rate. Minimal flow was observed within the watercourse at this time - Silt fencing is still required, repairs recommended.",Resolved,0.006771799,0.99322826,,,,,
64a7ba33-ceee-4593-87a3-8f08dd46c8f4,100,2.0,,"July 3, 2017  - 65-80% vegetation establishment along upper slopes of watercourse consisting of alsike clover and sweet clover.",Unresolved,0.91965216,0.08034783,,,,,
64a7ba33-ceee-4593-87a3-8f08dd46c8f4,100,3.0,,"July 3, 2017  - KP 31+575 – Erosion persists, repairs recommended. August 27, 2017 – KP 31+575 – Erosion repairs completed with installation of erosion control materials, issue resolved. Monitor in 2018.",Unresolved,0.9922464,0.0077535880000000005,,,,,
64a7ba33-ceee-4593-87a3-8f08dd46c8f4,100,4.0,,"October 4, 2107 - Silt fencing repairs completed. Issue resolved.",Resolved,0.4873331,0.51266694,,,,,
64a7ba33-ceee-4593-87a3-8f08dd46c8f4,101,1.0,,- Treed fen on ROW from KP 31+310 to 31+820 is at proper functionality and appears stable. Mounding present west of road crossing from 31+450 to 31+500 for access control.,Resolved,0.04864622,0.95135385,,,,,
64a7ba33-ceee-4593-87a3-8f08dd46c8f4,101,2.0,,- Vegetation establishment within wetland is 80-100% compared to off ROW with slopes of Tributary to Midget Creek at KP 31+320 showing 65-80% cover. Dominant vegetation consisting of herbaceous graminoids and forbes and lichens with emerging willows throughout.,Resolved,0.020547241,0.9794527,,,,,
64a7ba33-ceee-4593-87a3-8f08dd46c8f4,101,3.0,,- No noxious weeds were observed on ROW. High density of Sweet Clover on roach from KP 31+450 to 31+520 and high density of Horsetail on roach from KP 31+630 to 31+820. Common weeds will likely be outcompeted by natural vegetation through time.,Resolved,0.0033851669,0.9966149,,,,,
64a7ba33-ceee-4593-87a3-8f08dd46c8f4,101,4.0,,- Trench crown present through wetland with sufficient breaks to allow for hydrology to be maintained.,Resolved,0.14871095,0.85128903,,,,,
64a7ba33-ceee-4593-87a3-8f08dd46c8f4,101,5.0,,- Substrate appears stable through good moisture holding capacity and uniform vegetation growth throughout wetland. Good organic matter content throughout substrate.,Resolved,0.07976385,0.9202362,,,,,
64a7ba33-ceee-4593-87a3-8f08dd46c8f4,101,6.0,,"- Wetland has high water table, just below surface, resulting in semi-saturated top layer and saturated subsoil.",Resolved,0.06916019999999999,0.9308398000000001,,,,,
64a7ba33-ceee-4593-87a3-8f08dd46c8f4,101,7.0,,- Rill observed on north of roach from natural flow from KP 31+450 to 31+820. Rill is not affecting overall wetland function; no work required. Issue resolved.,Resolved,0.0036897021,0.9963103000000001,,,,,
64a7ba33-ceee-4593-87a3-8f08dd46c8f4,101,8.0,,"- Wetland is on trajectory to pre-construction state with appropriate contours achieved. Off ROW Black Spruce and Pine to emerge onto ROW over time, retaining species diversity. Wetland showing good habitat potential for wildlife.",Resolved,0.05281609,0.94718385,,,,,
64a7ba33-ceee-4593-87a3-8f08dd46c8f4,102,1.0,,"July 3, 2017 - 65-80% vegetation establishment along ditchline within the west end of the tract consisting mostly of horsetail. Cattails, sedges and willows are establishing within low, wet areas. Low vegetation issue observed in 2015 resolved.",Resolved,0.09072411,0.9092758,,,,,
64a7ba33-ceee-4593-87a3-8f08dd46c8f4,102,2.0,,"July 3, 2017  - KP 31+700, 31+870, and 32+170 – Scentless chamomile (1 plant at each location) observed, hand-picked and disposed of. Issue resolved. July 23, 2017 – KP 31+600 to 32+000 – Intermittent herbicide application conducted to control scentless chamomile and perennial sow thistle. Issue resolved.",Resolved,0.16784994,0.83215,,,,,
64a7ba33-ceee-4593-87a3-8f08dd46c8f4,102,3.0,,"October 4, 2017 - No noxious weeds were observed. Effective control of scentless chamomile and perennial sow thistle observed.",Resolved,0.07411558,0.9258844,,,,,
64a7ba33-ceee-4593-87a3-8f08dd46c8f4,103,1.0,,- Treed Fen on ROW from 31+833 to 32+680 is at proper functionality and appears stable. Mounding present in wetland from KP 32+470 to 32+570; mounding is not affecting overall wetland function and providing microsite habitat opportunities.,Resolved,0.0046083554999999995,0.9953915999999999,,,,,
64a7ba33-ceee-4593-87a3-8f08dd46c8f4,103,2.0,,"- Vegetation establishment within wetland is 80-100% compared to off ROW. Dominant vegetation consisting of willows, herbaceous graminoids and forbes and broadleaf shrubs. Spruce trees successfully emerging onto ROW.",Resolved,0.026995396,0.9730046,,,,,
64a7ba33-ceee-4593-87a3-8f08dd46c8f4,103,3.0,,- No noxious weeds were observed on ROW. High density of Sweet Clover observed on roach from KP 32+570 to 32+680. Common weeds will likely be outcompeted by natural vegetation through time.,Resolved,0.0071501130000000005,0.99284995,,,,,
64a7ba33-ceee-4593-87a3-8f08dd46c8f4,103,4.0,,- Trench crown present through wetland with sufficient breaks to allow for hydrology to be maintained.,Resolved,0.11906257,0.88093734,,,,,
64a7ba33-ceee-4593-87a3-8f08dd46c8f4,103,5.0,,- Substrate appears stable through good moisture holding capacity and uniform vegetation growth throughout wetland. Good organic matter content throughout substrate.,Resolved,0.08079043,0.91920954,,,,,
64a7ba33-ceee-4593-87a3-8f08dd46c8f4,103,6.0,,"- Wetland has high water table, just below surface, resulting in semi-saturated top layer and saturated subsoil.",Resolved,0.06476972,0.9352303,,,,,
64a7ba33-ceee-4593-87a3-8f08dd46c8f4,103,7.0,,- No subsidence or erosion rills evident in wetland.,Resolved,0.0037016359000000003,0.9962984,,,,,
64a7ba33-ceee-4593-87a3-8f08dd46c8f4,103,8.0,,"- Wetland is on trajectory to pre-construction state with appropriate contours achieved. Off ROW Spruce successfully emerging onto ROW, retaining species diversity. Wetland showing good habitat potential for wildlife; amphibians spotted on ROW.",Resolved,0.055550296,0.9444497,,,,,
64a7ba33-ceee-4593-87a3-8f08dd46c8f4,104,1.0,,- Treed Fen on ROW from 31+833 to 32+680 is at proper functionality and appears stable. Mounding present in wetland from KP 32+470 to 32+570; mounding is not affecting overall wetland function and providing microsite habitat opportunities.,Resolved,0.0040991157,0.9959009,,,,,
64a7ba33-ceee-4593-87a3-8f08dd46c8f4,104,2.0,,"- Vegetation establishment within wetland is 80-100% compared to off ROW. Dominant vegetation consisting of willows, herbaceous graminoids and forbes and broadleaf shrubs. Spruce trees successfully emerging onto ROW.",Resolved,0.017757934,0.9822421,,,,,
64a7ba33-ceee-4593-87a3-8f08dd46c8f4,104,3.0,,- No noxious weeds were observed on ROW. High density of Sweet Clover observed on roach from KP 32+570 to 32+680. Common weeds will likely be outcompeted by natural vegetation through time.,Resolved,0.0045268824,0.9954731,,,,,
64a7ba33-ceee-4593-87a3-8f08dd46c8f4,104,4.0,,- Trench crown present through wetland with sufficient breaks to allow for hydrology to be maintained.,Resolved,0.13953471,0.8604653,,,,,
64a7ba33-ceee-4593-87a3-8f08dd46c8f4,104,5.0,,- Substrate appears stable through good moisture holding capacity and uniform vegetation growth throughout wetland. Good organic matter content throughout substrate.,Resolved,0.09629688,0.90370315,,,,,
64a7ba33-ceee-4593-87a3-8f08dd46c8f4,104,6.0,,"- Wetland has high water table, just below surface, resulting in semi-saturated top layer and saturated subsoil.",Resolved,0.07215103,0.92784894,,,,,
64a7ba33-ceee-4593-87a3-8f08dd46c8f4,104,7.0,,- No subsidence or erosion rills evident in wetland.,Resolved,0.0036851359000000003,0.99631494,,,,,
64a7ba33-ceee-4593-87a3-8f08dd46c8f4,104,8.0,,"- Wetland is on trajectory to pre-construction state with appropriate contours achieved. Off ROW Spruce successfully emerging onto ROW, retaining species diversity. Wetland showing good habitat potential for wildlife; amphibians spotted on ROW.",Resolved,0.045315735,0.95468426,,,,,
64a7ba33-ceee-4593-87a3-8f08dd46c8f4,105,1.0,,- Treed Fen on ROW from 31+833 to 32+680 is at proper functionality and appears stable. Mounding present in wetland from KP 32+470 to 32+570; mounding is not affecting overall wetland function and providing microsite habitat opportunities.,Resolved,0.0056286487,0.99437135,,,,,
64a7ba33-ceee-4593-87a3-8f08dd46c8f4,105,2.0,,"- Vegetation establishment within wetland is 80-100% compared to off ROW. Dominant vegetation consisting of willows, herbaceous graminoids and forbes and broadleaf shrubs. Spruce trees successfully emerging onto ROW.",Resolved,0.016422441,0.9835775,,,,,
64a7ba33-ceee-4593-87a3-8f08dd46c8f4,105,3.0,,- No noxious weeds were observed on ROW. High density of Sweet Clover observed on roach from KP 32+570 to 32+680. Common weeds will likely be outcompeted by natural vegetation through time.,Resolved,0.0042810007,0.995719,,,,,
64a7ba33-ceee-4593-87a3-8f08dd46c8f4,105,4.0,,- Trench crown present through wetland with sufficient breaks to allow for hydrology to be maintained.,Resolved,0.12499297,0.8750071,,,,,
64a7ba33-ceee-4593-87a3-8f08dd46c8f4,105,5.0,,- Substrate appears stable through good moisture holding capacity and uniform vegetation growth throughout wetland. Good organic matter content throughout substrate.,Resolved,0.088529505,0.91147053,,,,,
64a7ba33-ceee-4593-87a3-8f08dd46c8f4,105,6.0,,"- Wetland has high water table, just below surface, resulting in semi-saturated top layer and saturated subsoil.",Resolved,0.08769337,0.9123065999999999,,,,,
64a7ba33-ceee-4593-87a3-8f08dd46c8f4,105,7.0,,- No subsidence or erosion rills evident in wetland.,Resolved,0.0051270453,0.994873,,,,,
64a7ba33-ceee-4593-87a3-8f08dd46c8f4,105,8.0,,"- Wetland is on trajectory to pre-construction state with appropriate contours achieved. Off ROW Spruce successfully emerging onto ROW, retaining species diversity. Wetland showing good habitat potential for wildlife; amphibians spotted on ROW.",Resolved,0.042731185,0.95726883,,,,,
64a7ba33-ceee-4593-87a3-8f08dd46c8f4,106,1.0,,- Shrubby Fen on ROW from 32+280 to 32+500 is at proper functionality and appears stable. Mounding present in wetland from KP 32+470 to 32+500; mounding is not affecting overall wetland function and providing microsite habitat opportunities.,Resolved,0.003961182,0.9960388000000001,,,,,
64a7ba33-ceee-4593-87a3-8f08dd46c8f4,106,2.0,,"- Vegetation establishment within wetland is 80-100% compared to off ROW. Dominant vegetation consisting of willows, herbaceous graminoids and forbes and broadleaf shrubs. Spruce trees successfully emerging onto ROW.",Resolved,0.01631039,0.9836896,,,,,
64a7ba33-ceee-4593-87a3-8f08dd46c8f4,106,3.0,,- No noxious weeds were observed on ROW. High density of Horsetail on roach. Common weeds will likely be outcompeted by natural vegetation through time.,Resolved,0.004790805,0.99520916,,,,,
64a7ba33-ceee-4593-87a3-8f08dd46c8f4,106,4.0,,- Trench crown present through wetland with sufficient breaks to allow for hydrology to be maintained.,Resolved,0.1449249,0.85507506,,,,,
64a7ba33-ceee-4593-87a3-8f08dd46c8f4,106,5.0,,- Substrate appears stable through good moisture holding capacity and uniform vegetation growth throughout wetland. Good organic matter content throughout substrate.,Resolved,0.06626988,0.9337300999999999,,,,,
64a7ba33-ceee-4593-87a3-8f08dd46c8f4,106,6.0,,"- Wetland has high water table, slightly below surface, resulting in semi-saturated top layer and saturated subsoil.",Resolved,0.06712807,0.9328719000000001,,,,,
64a7ba33-ceee-4593-87a3-8f08dd46c8f4,106,7.0,,- No subsidence or erosion rills evident in wetland.,Resolved,0.0037938743,0.99620605,,,,,
64a7ba33-ceee-4593-87a3-8f08dd46c8f4,106,8.0,,"- Wetland is on trajectory to pre-construction state with appropriate contours achieved. Off ROW Spruce successfully emerging onto ROW, retaining species diversity. Wetland showing good habitat potential for wildlife; amphibians spotted on ROW.",Resolved,0.050683524,0.94931644,,,,,
64a7ba33-ceee-4593-87a3-8f08dd46c8f4,107,1.0,,"July 4, 2017 - 65-80% overall vegetation establishment throughout this tract, consisting mostly of horsetail and sweet clover in the east end of the tract along ditch line, with good establishment of willows and alders across the right of way. Low vegetation issue observed in 2015 resolved.",Resolved,0.09568201,0.9043180000000001,,,,,
64a7ba33-ceee-4593-87a3-8f08dd46c8f4,107,2.0,,"July 4, 2017  - KP 32+290 to 32+930 – Scentless chamomile observed intermittently and ox eye daisy observed at KP 32+760, recommend weed control. July 23, 2017 – KP 32+240 to 33+000 – Intermittent herbicide application conducted to control scentless chamomile and ox eye daisy. Issue resolved.",Resolved,0.13942637,0.8605736999999999,,,,,
64a7ba33-ceee-4593-87a3-8f08dd46c8f4,107,3.0,,"October 4, 2017 - No noxious weeds were observed. Effective control of scentless chamomile and ox eye daisy observed.",Resolved,0.09813582,0.9018641,,,,,
64a7ba33-ceee-4593-87a3-8f08dd46c8f4,108,1.0,,- Shrubby Fen on ROW from 32+500 to 32+871 is at proper functionality and appears stable. Mounding present in wetland from KP 32+500 to 32+570 and KP 32+730 to 32+850; mounding is not affecting overall wetland function and providing microsite habitat opportunities.,Resolved,0.0034376655,0.9965623,,,,,
64a7ba33-ceee-4593-87a3-8f08dd46c8f4,108,2.0,,"- Vegetation establishment within wetland is 80-100% compared to off ROW. Dominant vegetation consisting of willows, herbaceous graminoids and forbes and broadleaf shrubs. Spruce trees successfully emerging onto ROW.",Resolved,0.016885746,0.98311424,,,,,
64a7ba33-ceee-4593-87a3-8f08dd46c8f4,108,3.0,,"- One (1) Scentless Chamomile plant found in wetland at KP 32+820. Plant was handpicked, bagged and disposed of. High Densities of Sweet Clover present throughout wetland; common weeds likely to be outcompeted by natural vegetation over time.",Resolved,0.034094192,0.9659058,,,,,
64a7ba33-ceee-4593-87a3-8f08dd46c8f4,108,4.0,,- Trench crown present through wetland with sufficient breaks to allow for hydrology to be maintained.,Resolved,0.13878970000000002,0.86121035,,,,,
64a7ba33-ceee-4593-87a3-8f08dd46c8f4,108,5.0,,- Substrate appears stable through good moisture holding capacity and uniform vegetation growth throughout wetland. Good organic matter content throughout substrate.,Resolved,0.08355338,0.9164466,,,,,
64a7ba33-ceee-4593-87a3-8f08dd46c8f4,108,6.0,,"- Wetland has high water table, slightly below surface, resulting in semi-saturated top layer and saturated subsoil to semi-saturation of water with no standing water present throughout wetland - No subsidence or erosion rills evident in wetland.",Resolved,0.005378641700000001,0.9946214,,,,,
64a7ba33-ceee-4593-87a3-8f08dd46c8f4,108,7.0,,"- Wetland is on trajectory to pre-construction state with appropriate contours achieved. Off ROW Spruce successfully emerging onto ROW, retaining species diversity. Wetland showing good habitat potential for wildlife; amphibians spotted on ROW.",Resolved,0.03941116,0.9605888000000001,,,,,
64a7ba33-ceee-4593-87a3-8f08dd46c8f4,109,1.0,,"July 4, 2017 – KP 32+910 - Erosion previously identified is no longer evident, as vegetation is establishing well throughout this area. No work required, issue resolved.",Resolved,0.004296787,0.99570316,,,,,
64a7ba33-ceee-4593-87a3-8f08dd46c8f4,110,1.0,,"July 4, 2017 - 65-80% overall vegetation establishment throughout this tract, consisting predominantly of sweet clover along the ditchline, with alsike clover also present. Low vegetation issue observed in 2015 resolved.",Resolved,0.12106447,0.8789355,,,,,
64a7ba33-ceee-4593-87a3-8f08dd46c8f4,110,2.0,,"July 4, 2017  - KP 33+100 to 33+250 – Scentless chamomile observed, recommend weed control. July 24, 2017 – KP 33+070 to 33+280 – Intermittent herbicide application conducted to control scentless chamomile. Issue resolved.",Resolved,0.19769113,0.80230886,,,,,
64a7ba33-ceee-4593-87a3-8f08dd46c8f4,110,3.0,,"October 4, 2017 - No noxious weeds were observed. Effective control of scentless chamomile observed.",Resolved,0.080871426,0.9191286,,,,,
67691780-af41-414b-a0c2-aa33a3442cdc,1,1.0,,"June 5, 2017 - Vegetation cover on the ROW is 80 to 100% compared to the off ROW control.",Resolved,0.43510035,0.5648996000000001,,,,,
67691780-af41-414b-a0c2-aa33a3442cdc,1,2.0,,- No noxious weeds identified.,Resolved,0.002306804,0.9976931,,,,,
67691780-af41-414b-a0c2-aa33a3442cdc,1,3.0,,- No soil stability concerns noted. No issues.,Resolved,0.0016046567000000001,0.9983953999999999,,,,,
67691780-af41-414b-a0c2-aa33a3442cdc,2,1.0,,"June 5, 2017 - Vegetation cover on the ROW is 80 to 100% compared to the off ROW control.",Resolved,0.37859923,0.6214008000000001,,,,,
67691780-af41-414b-a0c2-aa33a3442cdc,2,2.0,,- No noxious weeds identified.,Resolved,0.0022321932,0.9977678,,,,,
67691780-af41-414b-a0c2-aa33a3442cdc,2,3.0,,- No soil stability concerns noted. No issues.,Resolved,0.0015103963,0.9984896000000001,,,,,
67691780-af41-414b-a0c2-aa33a3442cdc,3,1.0,,"June 5, 2017 - Vegetation cover on the ROW is 80 to 100% compared to the off ROW control.",Resolved,0.45463395,0.54536605,,,,,
67691780-af41-414b-a0c2-aa33a3442cdc,3,2.0,,- No noxious weeds identified.,Resolved,0.0027549926,0.9972450999999999,,,,,
67691780-af41-414b-a0c2-aa33a3442cdc,3,3.0,,- No soil stability concerns noted. No issues.,Resolved,0.0013657602,0.9986343000000001,,,,,
67691780-af41-414b-a0c2-aa33a3442cdc,4,1.0,,"June 5, 2017 - Vegetation cover on the ROW is 0 to 65%, compared to the off ROW control at the topsoil repair areas. Follow up later in growing season.",Unresolved,0.57623583,0.42376423,,,,,
