tableId,rowIndex,rowCounter,status_txt,predicted_prob,predicted_status_code,predicted_status_label,unresolved_probability,resolved_probability
67691780-af41-414b-a0c2-aa33a3442cdc,74,2,"- Canada thistle (KP 21+375, KP 21+875, KP 21+950, and KP 22+045), bull thistle (KP 21+875), and tall buttercup (KP 22+080 to 22+150) observed. Recommend weed control.",[0.95120376 0.04879622],0,Unresolved,0.95120376,0.048796218
67691780-af41-414b-a0c2-aa33a3442cdc,74,3,"- No subsidence or erosion observed in this ¼  June 10, 2017 – Weed control implemented on Canada thistle (KP 21+375, KP 21+875, KP 21+950, and KP 22+045), bull thistle (KP 21+875), and tall buttercup (KP 22+080 to 22+150).",[0.0127782 0.9872218],1,Resolved,0.012778203,0.9872218
67691780-af41-414b-a0c2-aa33a3442cdc,74,4,"- No subsidence or erosion observed in this ¼  June 10, 2017 – Weed control implemented on Canada thistle (KP 21+375, KP 21+875, KP 21+950, and KP 22+045), bull thistle (KP 21+875), and tall buttercup (KP 22+080 to 22+150).",[0.01382533 0.9861747 ],1,Resolved,0.01382533,0.9861747
67691780-af41-414b-a0c2-aa33a3442cdc,74,5,"August 20, 2017 – Weed control implemented on Canada thistle (KP 21+315 to 21+720), bull thistle (KP 21+780 to 21+800), and tall buttercup (KP 22+090). Issues resolved.",[0.18271196 0.8172881 ],1,Resolved,0.18271196,0.8172881
67691780-af41-414b-a0c2-aa33a3442cdc,75,1,"June 8, 2017 - Vegetation cover on the ROW is 80 to 100% compared to the off-ROW control.",[0.40124586 0.5987541 ],1,Resolved,0.40124586,0.5987541
67691780-af41-414b-a0c2-aa33a3442cdc,75,2,- KP 22+260 to 22+300 - Canada thistle observed. Recommend weed control.,[0.98540777 0.01459216],0,Unresolved,0.98540777,0.014592157
67691780-af41-414b-a0c2-aa33a3442cdc,75,3,"- No subsidence or erosion observed in this ¼  June 10, 2017 - KP 22+260 to 22+300 – Weed control implemented on Canada thistle.",[0.04278994 0.95721006],1,Resolved,0.042789936,0.95721006
67691780-af41-414b-a0c2-aa33a3442cdc,75,4,"- No subsidence or erosion observed in this ¼  June 10, 2017 - KP 22+260 to 22+300 – Weed control implemented on Canada thistle.",[0.03128225 0.9687177 ],1,Resolved,0.031282246,0.9687177
67691780-af41-414b-a0c2-aa33a3442cdc,75,5,"August 20, 2017 - KP 22+260 to 22+310 - Weed control implemented on Canada thistle. Issue resolved.",[0.7802785 0.2197215],0,Unresolved,0.7802785,0.2197215
67691780-af41-414b-a0c2-aa33a3442cdc,76,1,"June 8, 2017 - Vegetation cover on the ROW is 80 to 100% compared to the off-ROW control.",[0.3619816  0.63801837],1,Resolved,0.3619816,0.63801837
67691780-af41-414b-a0c2-aa33a3442cdc,76,2,- KP 22+260 to 22+300 - Canada thistle observed. Recommend weed control.,[0.98522204 0.01477793],0,Unresolved,0.98522204,0.014777934
67691780-af41-414b-a0c2-aa33a3442cdc,76,3,"- No subsidence or erosion observed in this ¼  June 10, 2017 - KP 22+260 to 22+300 – Weed control implemented on Canada thistle.",[0.04069444 0.9593055 ],1,Resolved,0.04069444,0.9593055
67691780-af41-414b-a0c2-aa33a3442cdc,76,4,"- No subsidence or erosion observed in this ¼  June 10, 2017 - KP 22+260 to 22+300 – Weed control implemented on Canada thistle.",[0.03936175 0.9606382 ],1,Resolved,0.03936175,0.9606382
67691780-af41-414b-a0c2-aa33a3442cdc,76,5,"August 20, 2017 - KP 22+260 to 22+310 - Weed control implemented on Canada thistle. Issue resolved.",[0.7199741  0.28002593],0,Unresolved,0.7199741,0.28002593
67691780-af41-414b-a0c2-aa33a3442cdc,77,1,"June 8, 2017 - Vegetation cover on the ROW is 80 to 100% compared to the off-ROW control.",[0.37553805 0.62446195],1,Resolved,0.37553805,0.62446195
67691780-af41-414b-a0c2-aa33a3442cdc,77,2,- KP 22+260 to 22+300 - Canada thistle observed. Recommend weed control.,[0.9785412  0.02145883],0,Unresolved,0.9785412,0.02145883
67691780-af41-414b-a0c2-aa33a3442cdc,77,3,"- No subsidence or erosion observed in this ¼  June 10, 2017 - KP 22+260 to 22+300 – Weed control implemented on Canada thistle.",[0.03774522 0.96225476],1,Resolved,0.03774522,0.96225476
67691780-af41-414b-a0c2-aa33a3442cdc,77,4,"- No subsidence or erosion observed in this ¼  June 10, 2017 - KP 22+260 to 22+300 – Weed control implemented on Canada thistle.",[0.03476778 0.9652322 ],1,Resolved,0.034767784,0.9652322
67691780-af41-414b-a0c2-aa33a3442cdc,77,5,"August 20, 2017 - KP 22+260 to 22+310 - Weed control implemented on Canada thistle. Issue resolved.",[0.7240789  0.27592117],0,Unresolved,0.7240789,0.27592117
67691780-af41-414b-a0c2-aa33a3442cdc,78,1,"June 8, 2017 - Vegetative cover on the ROW is 80 to 100% compared to the off-ROW control.",[0.42540392 0.5745961 ],1,Resolved,0.42540392,0.5745961
67691780-af41-414b-a0c2-aa33a3442cdc,78,2,- KP 22+780 to KP 22+820 – Vegetation cover is 50 – 65 % compared to the off ROW control. Recommend additional seeding.,[0.9241876  0.07581238],0,Unresolved,0.9241876,0.07581238
67691780-af41-414b-a0c2-aa33a3442cdc,78,3,- KP 23+000 to 23+050 - Tall buttercup observed. Recommend weed control.,[0.97104394 0.02895605],0,Unresolved,0.97104394,0.028956046
67691780-af41-414b-a0c2-aa33a3442cdc,78,4,"- No additional subsidence or erosion observed within ¼  June 9 and 10, 2017 - 22+780 to KP 22+820 – Seeding completed. KP 23+000 to 23+050 – Implemented weed control on tall buttercup.",[0.04958593 0.95041406],1,Resolved,0.04958593,0.95041406
67691780-af41-414b-a0c2-aa33a3442cdc,78,5,"July 16, 2017 - Checked vegetation growth between KP 22+780 and 22+820 – Vegetation cover is within 80 – 100 % of the off ROW control, issue resolved.",[0.20216116 0.7978388 ],1,Resolved,0.20216116,0.7978388
67691780-af41-414b-a0c2-aa33a3442cdc,78,6,"July 18, 2017 - KP 23+000 to 23+050 – Implemented weed control on tall buttercup August 20, 2017 KP 23+000 to 23+050 – Implemented weed control on tall buttercup (KP 23+000 to 23+050), perennial sow thistle (KP 23+270 to 23+340), and Canada thistle (KP 23+590 to 23+600). Issues resolved.",[0.15848562 0.84151435],1,Resolved,0.15848562,0.84151435
67691780-af41-414b-a0c2-aa33a3442cdc,79,1,% compared to the off ROW control. Recommend additional seeding.,[0.9622518  0.03774816],0,Unresolved,0.9622518,0.03774816
67691780-af41-414b-a0c2-aa33a3442cdc,79,2,- KP 23+000 to 23+050 - Tall buttercup observed. Recommend weed control.,[0.9824923  0.01750767],0,Unresolved,0.9824923,0.017507674
67691780-af41-414b-a0c2-aa33a3442cdc,79,3,"- No additional subsidence or erosion observed within ¼  June 9 and 10, 2017 - 22+780 to KP 22+820 – Seeding completed. KP 23+000 to 23+050 – Implemented weed control on tall buttercup.",[0.04253241 0.95746756],1,Resolved,0.042532414,0.95746756
67691780-af41-414b-a0c2-aa33a3442cdc,79,4,"July 16, 2017 - Checked vegetation growth between KP 22+780 and 22+820 – Vegetation cover is within 80 – 100 % of the off ROW control, issue resolved.",[0.23359695 0.7664031 ],1,Resolved,0.23359695,0.7664031
67691780-af41-414b-a0c2-aa33a3442cdc,79,5,"July 18, 2017 - KP 23+000 to 23+050 – Implemented weed control on tall buttercup August 20, 2017 KP 23+000 to 23+050 – Implemented weed control on tall buttercup (KP 23+000 to 23+050), perennial sow thistle (KP 23+270 to 23+340), and Canada thistle (KP 23+590 to 23+600). Issues resolved.",[0.14138791 0.8586122 ],1,Resolved,0.14138791,0.8586122
67691780-af41-414b-a0c2-aa33a3442cdc,80,1,% compared to the off ROW control. Recommend additional seeding.,[0.95590335 0.04409669],0,Unresolved,0.95590335,0.04409669
67691780-af41-414b-a0c2-aa33a3442cdc,80,2,- KP 23+000 to 23+050 - Tall buttercup observed. Recommend weed control.,[0.9767725  0.02322756],0,Unresolved,0.9767725,0.023227563
67691780-af41-414b-a0c2-aa33a3442cdc,80,3,"- No additional subsidence or erosion observed within ¼  June 9 and 10, 2017 - 22+780 to KP 22+820 – Seeding completed. KP 23+000 to 23+050 – Implemented weed control on tall buttercup.",[0.03595051 0.96404946],1,Resolved,0.035950508,0.96404946
67691780-af41-414b-a0c2-aa33a3442cdc,80,4,"July 16, 2017 - Checked vegetation growth between KP 22+780 and 22+820 – Vegetation cover is within 80 – 100 % of the off ROW control, issue resolved.",[0.21238638 0.78761363],1,Resolved,0.21238638,0.78761363
67691780-af41-414b-a0c2-aa33a3442cdc,80,5,"July 18, 2017 - KP 23+000 to 23+050 – Implemented weed control on tall buttercup August 20, 2017 KP 23+000 to 23+050 – Implemented weed control on tall buttercup (KP 23+000 to 23+050), perennial sow thistle (KP 23+270 to 23+340), and Canada thistle (KP 23+590 to 23+600). Issues resolved.",[0.14585891 0.85414106],1,Resolved,0.14585891,0.85414106
67691780-af41-414b-a0c2-aa33a3442cdc,81,1,"June 8, 2017 - Tributary in good condition, soil wraps intact and vegetation cover is 80 to 100% compared to off-ROW control. Banks and bed appear to be stable.",[0.02568603 0.9743139 ],1,Resolved,0.02568603,0.9743139
67691780-af41-414b-a0c2-aa33a3442cdc,82,1,"June 8, 2017 - Vegetation cover on the ROW is 80 to 100% compared to the off-ROW control.",[0.39954966 0.60045034],1,Resolved,0.39954966,0.60045034
67691780-af41-414b-a0c2-aa33a3442cdc,82,2,- KP 23+400 - Canada thistle and bull thistle observed. Recommend weed control.,[0.97144353 0.02855644],0,Unresolved,0.97144353,0.028556436
67691780-af41-414b-a0c2-aa33a3442cdc,82,3,"- No subsidence or erosion observed in this ¼  June 9, 2017 – KP 23+400 – Weed control implemented on Canada thistle and bull thistle.",[0.02800416 0.97199583],1,Resolved,0.028004158,0.97199583
67691780-af41-414b-a0c2-aa33a3442cdc,82,4,"August 20, 2017 –- Weed control implemented on Canada thistle (KP 23+350 to 23+450 and 23+490) and perennial sow thistle and bull thistle (KP 23+490). Issues resolved.",[0.43885118 0.5611488 ],1,Resolved,0.43885118,0.5611488
67691780-af41-414b-a0c2-aa33a3442cdc,83,1,"June 8, 2017 - Vegetation cover on the ROW is 80 to 100% compared to the off-ROW control.",[0.40792963 0.59207034],1,Resolved,0.40792963,0.59207034
67691780-af41-414b-a0c2-aa33a3442cdc,83,2,- KP 23+400 - Canada thistle and bull thistle observed. Recommend weed control.,[0.96672094 0.03327905],0,Unresolved,0.96672094,0.033279046
67691780-af41-414b-a0c2-aa33a3442cdc,83,3,"- No subsidence or erosion observed in this ¼  June 9, 2017 – KP 23+400 – Weed control implemented on Canada thistle and bull thistle.",[0.02852078 0.9714792 ],1,Resolved,0.028520783,0.9714792
67691780-af41-414b-a0c2-aa33a3442cdc,83,4,"August 20, 2017 –- Weed control implemented on Canada thistle (KP 23+350 to 23+450 and 23+490) and perennial sow thistle and bull thistle (KP 23+490). Issues resolved.",[0.4372442  0.56275576],1,Resolved,0.4372442,0.56275576
6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,1,1,"July 25, 2017 - Vegetation cover on the ROW is 80 to 100% compared to the off ROW control.",[0.40949658 0.59050345],1,Resolved,0.40949658,0.59050345
6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,1,2,"- Vegetation is well established with a diverse mix of vegetation observed, exhibiting good growth.",[0.01770945 0.98229057],1,Resolved,0.017709447,0.98229057
6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,1,3,- No noxious weeds were identified.,[0.001795   0.99820495],1,Resolved,0.0017950011,0.99820495
6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,1,4,- No soil stability issues.,[0.00992945 0.9900705 ],1,Resolved,0.009929453,0.9900705
6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,1,5,"September 27, 2017 - No noxious weeds were identified in tract. All previous issues resolved.",[0.07251345 0.9274865 ],1,Resolved,0.07251345,0.9274865
6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,2,1,"July 25, 2017 - Vegetation cover on the ROW is 80 to 100% compared to the off ROW control.",[0.4299953  0.57000476],1,Resolved,0.4299953,0.57000476
6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,2,2,"- Vegetation is well established with a diverse mix of vegetation observed, exhibiting good growth.",[0.01618598 0.983814  ],1,Resolved,0.016185984,0.983814
6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,2,3,- Intermittent herbicide application conducted to control scentless chamomile (KP 0+720 to 0+780) and perennial sow thistle (KP 0+850). Issue resolved.,[0.08019956 0.91980046],1,Resolved,0.08019956,0.91980046
6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,2,4,- No soil stability issues.,[0.00643418 0.99356586],1,Resolved,0.0064341812,0.99356586
6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,2,5,"July 26, 2017 - Rollback present in tract from KP 0+650 to 0+750 acting as access control from road crossing at KP 0+760. Rollback is effective as no third party traffic was observed on ROW.",[0.0278628 0.9721372],1,Resolved,0.027862797,0.9721372
6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,2,6,"September 27, 2017 - Perennial sow thistle is no longer present, issue resolved.",[0.10592104 0.8940789 ],1,Resolved,0.10592104,0.8940789
6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,2,7,"September 27, 2017  - KP 0+720 to 0+980 - Intermittent herbicide application conducted to control scentless Chamomile. Issue resolved.",[0.40458182 0.59541816],1,Resolved,0.40458182,0.59541816
6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,3,1,.,[0.02140389 0.9785961 ],1,Resolved,0.021403886,0.9785961
6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,4,1,"July 25, 2017 - Vegetation cover on the ROW is 80 to 100% compared to the off ROW control.",[0.40369874 0.59630126],1,Resolved,0.40369874,0.59630126
6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,4,2,"- Vegetation is well established with a diverse mix of vegetation observed, exhibiting good growth.",[0.0163774 0.9836226],1,Resolved,0.016377397,0.9836226
6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,4,3,- No noxious weeds were identified.,[0.00253153 0.9974685 ],1,Resolved,0.0025315299,0.9974685
6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,4,4,"- Watercourse located at KP 1+000 – bed and banks are stable, good establishment of vegetation within riparian area.",[0.06654074 0.9334592 ],1,Resolved,0.06654074,0.9334592
6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,4,5,- No soil stability issues.,[0.00823891 0.9917611 ],1,Resolved,0.00823891,0.9917611
6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,4,6,"July 25, 2017 - Caribou Habitat Restoration Location - Rollback added to south side of creek crossing from KP 1+000 to 1+230 is functioning well as access control. High deciduous tree species growth within rollback area identified acting as effective line of sight barrier in area.",[0.20819683 0.7918031 ],1,Resolved,0.20819683,0.7918031
6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,4,7,"September 27, 2017 – KP 1+100 to 1+130 and 1+550 – Intermittent herbicide application conducted to control scentless chamomile. Issue resolved.",[0.27863827 0.7213617 ],1,Resolved,0.27863827,0.7213617
6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,5,1,"July 25, 2017 - Vegetation cover on the ROW is 80 to 100% compared to the off ROW control.",[0.3950458 0.6049543],1,Resolved,0.3950458,0.6049543
6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,5,2,"- Vegetation is well established with a diverse mix of vegetation observed, exhibiting good growth.",[0.01575428 0.9842457 ],1,Resolved,0.015754277,0.9842457
6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,5,3,- No noxious weeds were identified.,[0.00226117 0.99773884],1,Resolved,0.0022611662,0.99773884
6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,5,4,- No soil stability issues.,[0.00601514 0.9939849 ],1,Resolved,0.006015142,0.9939849
6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,5,5,"September 27, 2017 - No noxious weeds were identified in tract. Previous issues resolved.",[0.19902241 0.8009776 ],1,Resolved,0.19902241,0.8009776
6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,6,1,"July 25, 2017 - Vegetation cover on the ROW is 80 to 100% compared to the off ROW control.",[0.4087018  0.59129816],1,Resolved,0.4087018,0.59129816
6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,6,2,"- Vegetation is well established with a diverse mix of vegetation observed, exhibiting good growth.",[0.02264741 0.9773526 ],1,Resolved,0.022647412,0.9773526
6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,6,3,- KP 2+150 to 2+260 – Intermittent herbicide application conducted to control scentless chamomile. Issue resolved - No soil stability issues.,[0.02919721 0.9708028 ],1,Resolved,0.02919721,0.9708028
6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,6,4,"July 25, 2017 - Caribou Habitat Restoration Location - Natural re-vegetation in area of low-impact construction techniques from KP 2+880 to 3+050 continues to establish and provide effective line of sight barrier in area.",[0.26256278 0.73743725],1,Resolved,0.26256278,0.73743725
6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,6,5,"July 25, 2017   - Rollback present in tract from KP 2+440 to 2+640 acting as access control from parallel Komie Road. Rollback appears to be effective as no third party traffic was observed on ROW. Rollback also acting as erosion control along ROW as no erosion was observed within rollback areas.",[0.0186633  0.98133665],1,Resolved,0.018663302,0.98133665
6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,6,6,"September 27, 2017 – KP 2+300 to 2+350 – Intermittent herbicide application conducted to control scentless chamomile. Issue resolved.",[0.27214363 0.7278564 ],1,Resolved,0.27214363,0.7278564
6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,7,1,"July 25, 2017 - Vegetation cover on the ROW is 80 to 100% compared to the off ROW control.",[0.39833903 0.60166097],1,Resolved,0.39833903,0.60166097
6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,7,2,"- Vegetation is well established with a diverse mix of vegetation observed, exhibiting good growth.",[0.01881471 0.98118526],1,Resolved,0.018814713,0.98118526
6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,7,3,– Intermittent herbicide application conducted to control scentless chamomile (KP 2+905) and perennial sow thistle (KP 3+250). Issues resolved.,[0.03419364 0.96580637],1,Resolved,0.034193642,0.96580637
6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,7,4,- No soil stability issues.,[0.0070532 0.9929468],1,Resolved,0.007053198,0.9929468
6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,7,5,"September 27, 2017 – Intermittent herbicide application conducted to control scentless chamomile (KP 3+100 and 3+250) and perennial sow thistle (KP 2+930 and 3+300).",[0.5037968 0.4962032],0,Unresolved,0.5037968,0.4962032
6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,8,1,.,[0.02039102 0.97960895],1,Resolved,0.02039102,0.97960895
6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,9,1,"July 25, 2017 - Vegetation cover on the RoW is 80 to 100% compared to the off RoW control.",[0.4282833  0.57171667],1,Resolved,0.4282833,0.57171667
6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,9,2,"- Vegetation is well established with a diverse mix of vegetation observed, exhibiting good growth.",[0.01746423 0.9825357 ],1,Resolved,0.017464226,0.9825357
6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,9,3,- KP 3+700 – Intermittent herbicide applied to control scentless chamomile. Issue resolved - No soil stability issues.,[0.06487669 0.9351233 ],1,Resolved,0.06487669,0.9351233
6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,9,4,"July 26, 2017 - Rollback present in tract from KP 3+720 to 3+900 acting as access control from parallel Komie Road. Rollback appears to be effective as no third party traffic was observed on RoW. Rollback also acting as erosion control along RoW as no erosion was observed within rollback areas.",[0.01534294 0.9846571 ],1,Resolved,0.015342942,0.9846571
6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,9,5,"September 27, 2017 – Intermittent herbicide application conducted to control perennial sow thistle (KP 3+700 and 3+920). Issue resolved.",[0.32056162 0.6794384 ],1,Resolved,0.32056162,0.6794384
6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,10,1,"July 25, 2017 - Vegetation cover on the RoW is 80 to 100% compared to the off RoW control.",[0.41187721 0.5881228 ],1,Resolved,0.41187721,0.5881228
6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,10,2,"- Vegetation is well established with a diverse mix of vegetation observed, exhibiting good growth.",[0.01901044 0.9809895 ],1,Resolved,0.019010441,0.9809895
6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,10,3,- KP 4+330 to 4+350 – Intermittent herbicide application conducted to control scentless chamomile. Issue resolved.,[0.05296091 0.94703907],1,Resolved,0.05296091,0.94703907
6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,10,4,"- Watercourse located at KP 4+300 – bed and banks are stable and mature, good establishment of vegetation within riparian zone.",[0.07304226 0.9269577 ],1,Resolved,0.07304226,0.9269577
6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,10,5,- No soil stability issues.,[0.00684324 0.99315673],1,Resolved,0.006843242,0.99315673
6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,10,6,"July 26, 2017 - Rollback present in tract from KP 4+550 to 4+660 acting as access control from parallel Komie Road. Rollback appears to be effective as no third party traffic was observed on RoW. Rollback also acting as erosion control along RoW as no erosion was observed within rollback areas.",[0.01410598 0.98589396],1,Resolved,0.014105985,0.98589396
6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,10,7,"September 27, 2017 – Intermittent herbicide application conducted to control perennial sow thistle (KP 4+560). Issue resolved.",[0.38735735 0.61264265],1,Resolved,0.38735735,0.61264265
6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,11,1,"July 26, 2017 - Vegetation cover on the ROW is 80 to 100% compared to the off ROW control. Vegetation is well established with a diverse mix of vegetation observed, exhibiting good growth.",[0.0229128 0.9770872],1,Resolved,0.022912798,0.9770872
6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,11,2,- KP 5+000 – Intermittent herbicide application conducted to control perennial sow thistle. Issue resolved.,[0.25496978 0.74503016],1,Resolved,0.25496978,0.74503016
6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,11,3,- No soil stability issues. Rollback present in tract from KP 4+660 to 4+750 acting as access control from parallel Komie Road. Rollback appears to be effective as no third party traffic was observed on ROW. Rollback also acting as erosion control along ROW as no erosion was observed within rollback areas.,[0.00391831 0.99608177],1,Resolved,0.0039183106,0.99608177
6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,11,4,"September 27, 2017 – KP 4+930 to 5+000 – Intermittent herbicide application conducted to control perennial sow thistle. Issue resolved.",[0.34137487 0.65862507],1,Resolved,0.34137487,0.65862507
6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,12,1,"July 26, 2017 - Vegetation cover on the ROW is 80 to 100% compared to the off ROW control. Vegetation is well established with a diverse mix of vegetation observed, exhibiting good growth.",[0.02062205 0.9793779 ],1,Resolved,0.02062205,0.9793779
6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,12,2,- No noxious weeds identified.,[0.0027684  0.99723166],1,Resolved,0.0027683997,0.99723166
6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,12,3,- Cross drains vegetated and functioning.,[0.33781928 0.66218066],1,Resolved,0.33781928,0.66218066
6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,12,4,- No soil stability issues.,[0.00535304 0.99464697],1,Resolved,0.005353043,0.99464697
6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,12,5,"July 26, 2017 - Caribou Habitat Restoration Location - Natural re-vegetation in area of low-impact construction techniques at KP 5+540 at cutline continues to establish and provide an effective line of sight barrier in area. Poplar trees exceeding 2m height.",[0.20129283 0.7987071 ],1,Resolved,0.20129283,0.7987071
6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,12,6,"September 27, 2017 - No noxious weeds were identified in tract. All previous issues resolved.",[0.07764317 0.9223569 ],1,Resolved,0.07764317,0.9223569
6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,13,1,"July 26, 2017 - Treed Bog on ROW from KP 5+470 to 5+840 appears to be at full, proper functionality.",[0.12536925 0.87463075],1,Resolved,0.12536925,0.87463075
6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,13,2,"- Vegetation establishment within wetland is 80-100% compared to off ROW. Dominant vegetation consisting of herbaceous graminoids, Labrador Tea, black spruce, buck brush and mosses.",[0.02687716 0.97312284],1,Resolved,0.02687716,0.97312284
6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,13,3,- Trench crown present in wetland with sufficient amount of breaks for hydrology to be maintained.,[0.11098101 0.889019  ],1,Resolved,0.11098101,0.889019
6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,13,4,- Substrate stable through very high moisture holding capacity and uniform vegetation growth throughout wetland. Peat depth in bog exceeding 40cm; mottling occurring.,[0.15212828 0.8478717 ],1,Resolved,0.15212828,0.8478717
6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,13,5,- Wetland exhibiting saturated conditions due to elevated water table existing slightly below substrate surface resulting in intermittent localized areas of standing surface water acting as habitat microsites.,[0.14874335 0.8512566 ],1,Resolved,0.14874335,0.8512566
6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,13,6,- Wetland exhibiting good potential for wildlife.,[0.61438996 0.38561004],0,Unresolved,0.61438996,0.38561004
6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,13,7,- No subsidence or erosion was observed in wetland.,[0.00213826 0.9978618 ],1,Resolved,0.0021382552,0.9978618
6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,13,8,- Wetland is stable with appropriate pre-construction contours achieved. Off ROW vegetation successfully establishing on ROW; species biodiversity maintained. No net loss of wetland function was observed.,[0.00368928 0.9963108 ],1,Resolved,0.0036892763,0.9963108
6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,14,1,"July 26, 2017 - Vegetation cover on the ROW is 80 to 100% compared to the off ROW control. Vegetation is well established with a diverse mix of vegetation observed, exhibiting good growth.",[0.02507753 0.9749224 ],1,Resolved,0.025077527,0.9749224
6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,14,2,- No noxious weeds were identified.,[0.00211895 0.997881  ],1,Resolved,0.002118953,0.997881
6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,14,3,- Cross drains and stub berms are vegetated and in good functioning condition.,[0.02992641 0.97007364],1,Resolved,0.02992641,0.97007364
6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,14,4,- No soil stability issues. Caribou Habitat Restoration Location - Rollback added to both sides of road crossing from KP 6+900 to 7+080 is functioning well as access control. Very good establishment of grasses and deciduous tree species within rollback area.,[0.02771337 0.97228664],1,Resolved,0.027713366,0.97228664
6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,14,5,"September 27, 2017 - No noxious weeds were identified in tract.",[0.24283558 0.7571644 ],1,Resolved,0.24283558,0.7571644
6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,14,6,"September 27, 2017  - Re-installed marker post at KP 7+050 south of access road crossing (material on site); issue resolved.",[0.8986145  0.10138544],0,Unresolved,0.8986145,0.101385444
6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,15,1,.,[0.01862769 0.98137236],1,Resolved,0.018627694,0.98137236
