Alignment Sheet,Legal Location (W4M),Approximate KP,Tract Number,Environmental Issue(s),Mitigation Measures Implemented During Construction,Outstanding Issues(s) from As-Built Report,Issue Observed 2010,Status,Recommended Measure(s) to Resolve Issue(s) and Schedule,VEC,GIS,Topic
7,NE 31-46-16,94.0,EL4-0184.00,Vegetation - Weeds and Clubroot Disease,Shovel-sweep.,Weed introduction and spread.,Moderate density of perennial sow-thistle on construction right-of-way.,Unresolved,Follow weed control plan and monitor in 2011.,,,KINGMAN LOOP
7,NW 32-46-16,95.1,EL4-0185.00,Vegetation - Weeds and Clubroot Disease,Shovel-sweep.,Weed introduction and spread.,No issues observed on construction right-of-way.,Resolved,None.,,,KINGMAN LOOP
7,SW 32-46-16,95.1,EL4-0186.00,Soils - Compaction,--,--,Severe compaction observed on construction right-of-way during ground reconnaissance.,Unresolved,"Monitor crop growth in 2011. Alleviate compaction in 2011, if warranted.",,,KINGMAN LOOP
7,SW 32-46-16,95.4,EL4-0186.00,Vegetation - Weeds and Clubroot Disease,Shovel-sweep.,Weed introduction and spread.,No issues observed on construction right-of-way.,Resolved,None.,,,KINGMAN LOOP
7,SE 32-46-16,96.1,EL4-0187.00,Vegetation - Weeds and Clubroot Disease,Shovel-sweep.,Weed introduction and spread.,No issues observed on construction right-of-way.,Resolved,None.,,,KINGMAN LOOP
8,NW 28-46-16,97.1,EL4-0191.00,Vegetation - Weeds and Clubroot Disease,Shovel-sweep.,Weed introduction and spread.,No issues observed on construction right-of-way.,Resolved,None.,,,KINGMAN LOOP
8,NE 28-46-16,98.5,EL4-0192.00,Vegetation - Weeds and Clubroot Disease,Power wash/mist.,Weed introduction and spread.,No issues observed on construction right-of-way.,Resolved,None.,,,KINGMAN LOOP
9,SW 2-46-15,112.5,EL4-0217.01,Vegetation - Weeds and Clubroot Disease,Power wash/mist.,Weed introduction and spread.,No issues observed on construction right-of-way.,Resolved,None.,,,STROME LOOP
9,NW 35-45-15,112.9,EL4-0217.02,Vegetation - Weeds and Clubroot Disease,Shovel-sweep.,Weed introduction and spread.,No issues observed on construction right-of-way.,Resolved,None.,,,STROME LOOP
9,NE 35-45-15,113.1 to 114.0,EL4-0218.00,Soils - Subsidence,Compacted area in accordance with EPP.,Potential subsidence.,No issues observed on construction right-of-way.,Resolved,None.,,,STROME LOOP
9,NE 35-45-15,113.8,EL4-0218.00,Soils - Compaction,--,--,Severe compaction on north side of construction right-of-way observed during ground reconnaissance.,Unresolved,"Monitor crop growth in 2011. Alleviate compaction in 2011, if warranted.",,,STROME LOOP
9,NW 36-45-15,114.1,EL4-0219.00,Vegetation - Weeds and Clubroot Disease,Compressed air.,Weed introduction and spread.,No issues observed on construction right-of-way.,Resolved,None.,,,STROME LOOP
9,NW 36-45-15,114.1 to 114.2,EL4-0219.00,Soils - Compaction,--,--,Moderate compaction observed on construction right-of-way during ground reconnaissance.,Unresolved,"Monitor crop growth in 2011. Alleviate compaction in 2011, if warranted.",,,STROME LOOP
9,NW 36-45-15,114.25 to 114.3,EL4-0219.00,Soils - Subsidence,--,--,Moderate subsidence observed on construction right-of-way during ground reconnaissance.,Unresolved,Repair subsidence and monitor in 2011.,,,STROME LOOP
9,NW 36-45-15,114.37,EL4-0219.00,Vegetation - Crop Growth,--,--,Reduced crop growth observed on construction right-of-way during ground reconnaissance.,Unresolved,Monitor crop growth in 2011.,,,STROME LOOP
9,NW 36-45-15,114.5,EL4-0219.00,Vegetation - Weeds and Clubroot Disease,Compressed air.,Weed introduction and spread.,"Moderate density of scentless chamomile, stinkweed and shepherd's-purse on construction right-of-way.",Unresolved,Follow weed control plan and monitor in 2011.,,,STROME LOOP
9,SW 36-45-15,115.0,EL4-0220.00,Vegetation - Weeds and Clubroot Disease,Compressed air.,Weed introduction and spread.,No issues observed on construction right-of-way.,Resolved,None.,,,STROME LOOP
9,SW 31-45-14,116.0,EL4-0222.00,Vegetation - Weeds and Clubroot Disease,Shovel-sweep.,Weed introduction and spread.,No issues observed on construction right-of-way.,Resolved,None.,,,STROME LOOP
9,SW 29-45-14,117.8,EL4-0226.00,Vegetation - Weeds and Clubroot Disease,Shovel-sweep.,Weed introduction and spread.,No issues observed on construction right-of-way.,Resolved,None.,,,STROME LOOP
9,NW 21-45-14,119.7,EL4-0229.00,Vegetation - Weeds and Clubroot Disease,Compressed air.,Weed introduction and spread.,Moderate density of creeping thistle on construction right-of-way.,Unresolved,Follow weed control plan and monitor in 2011.,,,STROME LOOP
9,NW 21-45-14,120.6,EL4-0229.00,Vegetation - Weeds and Clubroot Disease,Compressed air.,Weed introduction and spread.,"High density of scentless chamomile, perennial sow-thistle, stinkweed, creeping thistle and wild oats on construction right-of-way.",Unresolved,Follow weed control plan and monitor in 2011.,,,STROME LOOP
9,NE 21-45-14,120.7,EL4-0230.00,Vegetation - Weeds and Clubroot Disease,Shovel-sweep.,Weed introduction and spread.,Moderate density of creeping thistle and perennial sow-thistle on construction right-of-way.,Unresolved,Follow weed control plan and monitor in 2011.,,,STROME LOOP
9,SW 22-45-14,121.6,EL4-0232.00,Vegetation - Weeds and Clubroot Disease,Shovel-sweep.,Weed introduction and spread.,"Moderate density of creeping thistle, scentless chamomile, common tansy and wild oats on construction right-of-way.",Unresolved,Follow weed control plan and monitor in 2011.,,,STROME LOOP
9 and 10,NW 14-45-14,123.5 and 124.1,EL4-0236.00,Vegetation - Weeds and Clubroot Disease,Compressed air.,Weed introduction and spread.,"Moderate density of creeping thistle, perennial sow-thistle and stinkweed on construction right-of-way.",Unresolved,Follow weed control plan and monitor in 2011.,,,STROME LOOP
10,SW 14-45-14,124.1,EL4-0237.00,Vegetation - Weeds and Clubroot Disease,Compressed air.,Weed introduction and spread.,"Moderate to high density of scentless chamomile, narrow-leaved hawk's-beard, lamb's-quarters, wild buckwheat and foxtail barley on construction right-of-way.",Unresolved,Follow weed control plan and monitor in 2011.,,,STROME LOOP
10,SE 14-45-14,124.4,EL4-0238.00,Vegetation - Weeds and Clubroot Disease,Shovel-sweep.,Weed introduction and spread.,"Moderate to high density of scentless chamomile, narrow-leaved hawk's-beard, lamb's-quarters, creeping thistle and perennial sow-thistle on construction right-of-way.",Unresolved,Follow weed control plan and monitor in 2011.,,,STROME LOOP
10,SW 13-45-14,125.3 and 125.7,EL4-0239.00,Vegetation - Weeds and Clubroot Disease,Compressed air.,Weed introduction and spread.,No issues observed on construction right-of-way.,Resolved,None.,,,STROME LOOP
10,NW 12-45-14,125.7 and 127.3,EL4-0240.00 EL4-0241.00 EL4-0242.00,Vegetation - Weeds and Clubroot Disease,Compressed air.,Weed introduction and spread.,No issues observed on construction right-of-way.,Resolved,None.,,,STROME LOOP
10,NW 12-45-14,125.9 to 126.0,EL4-0240.00 EL4-0241.00 EL4-0242.00,Soils - Subsidence,--,--,Minor subsidence observed on construction right-of-way during ground reconnaissance.,Unresolved,"Monitor subsidence in 2011 and repair, if warranted.",,,STROME LOOP
10,NW 12-45-14,126.2 to 126.25,EL4-0240.00 EL4-0241.00 EL4-0242.00,Soils - Subsidence,--,--,Minor subsidence observed on construction right-of-way during ground reconnaissance.,Unresolved,"Monitor subsidence in 2011 and repair, if warranted.",,,STROME LOOP
10,NE 12-45-14,126.7,EL4-0241.00,Soils - Subsidence,--,--,Minor subsidence observed on construction right-of-way during ground reconnaissance.,Unresolved,"Monitor subsidence in 2011 and repair, if warranted.",,,STROME LOOP
10,NE 12-45-14,126.9 to 127.2,EL4-0241.00,Soils - Problem lower subsoil (saline/sodic),"Conducted three-lift soils handling as per EPP  Details 6A-13 and 6A-14, extra workspace required.",Potential crop growth problems.,Reduced crop growth on construction right-of-way.,Unresolved,Monitor crop growth in 2011.,,,STROME LOOP
10,SW-7-45-13,127.32,EL4-0243.00,Vegetation - Weeds and Clubroot Disease,Shovel-sweep.,Weed introduction and spread.,No issues observed on construction right-of-way.,Resolved,None.,,,STROME LOOP
10,SW-7-45-13,127.32 to 127.55,EL4-0243.00,Soils - Compaction,--,--,Severe compaction observed on construction right-of-way during ground reconnaissance.,Unresolved,"Monitor crop growth in 2011. Alleviate compaction in 2011, if warranted.",,,STROME LOOP
10,NE 6-45-13,128.9 and 129.2,EL4-0245.00,Vegetation - Weeds and Clubroot Disease,Compressed air.,Weed introduction and spread.,No issues observed on construction right-of-way.,Resolved,None.,,,STROME LOOP
10,NW 5-45-13,129.1,EL4-0246.00,Soils - Admixing,"Hoe pulled transition out from topsoil, stockpiled toe to toe.",Potential admixing.,No issues observed on construction right-of-way.,Resolved,None.,,,STROME LOOP
10,NW 5-45-13,129.2,EL4-0246.00,Vegetation - Weeds and Clubroot Disease,Shovel-sweep.,Weed introduction and spread.,No issues observed on construction right-of-way.,Resolved,None.,,,STROME LOOP
10,NE 5-45-13,130.2,EL4-0247.00,Vegetation - Weeds and Clubroot Disease,Shovel-sweep.,Weed introduction and spread.,No issues observed on construction right-of-way.,Resolved,None.,,,STROME LOOP
10,SW 4-45-13,131.07,EL4-0249.00,Vegetation - Weeds and Clubroot Disease,Shovel-sweep.,Weed introduction and spread.,No issues observed on construction right-of-way.,Resolved,None.,,,STROME LOOP
10,NW 34-44-13,133.3 to 133.5,EL4-0252.00,2Wetland - Class III 008 Health: healthy with problems (72%),Vegetation walked down prior to geotextile and ramp installation. Topsoil stripped along trench line. Silt fence installed. Ramp removed and topsoil replaced. Wetland restored to previous contours.,Potential for sedimentation until vegetation is established and for alteration of drainage patterns.,Health: healthy with problems (63%),Resolved,None.,,,STROME LOOP
10,SW 34-44-13,133.8,EL4-0253.00,Vegetation - Weeds and Clubroot Disease,Shovel-sweep.,Weed introduction and spread.,No issues observed on construction right-of-way.,Resolved,None.,,,STROME LOOP
10,SW 34-44-13,134.3 to 134.4,EL4-0253.00,Soils - Subsidence,--,--,Minor subsidence observed on construction right-of-way during ground reconnaissance.,Unresolved,"Monitor subsidence in 2011 and repair, if warranted.",,,STROME LOOP
10,SW 34-44-13,134.4 to 134.6,EL4-0253.00,Vegetation - Crop Growth,--,--,Reduced crop growth observed on construction right-of-way during ground reconnaissance.,Unresolved,Monitor crop growth in 2011.,,,STROME LOOP
10,SW 34-44-13,134.7 to 134.8,EL4-0253.00,Soils - Compaction,--,--,Moderate compaction observed on construction right-of-way during ground reconnaissance.,Unresolved,"Monitor crop growth in 2011. Alleviate compaction in 2011, if warranted.",,,STROME LOOP
10,SW 35-44-13,134.8,EL4-0255.00,Vegetation - Weeds and Clubroot Disease,Shovel-sweep.,Weed introduction and spread.,No issues observed on construction right-of-way.,Resolved,None.,,,STROME LOOP
10,NW 26-44-13,135.3,EL4-0256.00,Vegetation - Weeds and Clubroot Disease,Compressed air.,Weed introduction and spread.,Moderate density of creeping thistle and yellow sweet clover on construction right-of-way.,Unresolved,Follow weed control plan and monitor in 2011.,,,STROME LOOP
10,NW 26-44-13,135.37,EL4-0256.00,Soils - Subsidence,--,--,Minor subsidence observed on construction right-of-way during ground reconnaissance.,Unresolved,"Monitor subsidence in 2011 and repair, if warranted.",,,STROME LOOP
10,NW 26-44-13,135.59,EL4-0256.00,DSoils - Erosion  rainage,--,--,Minor erosion from water migrating across construction right-of-way resulting in poor vegetation establishment observed on construction right-of-way during ground reconnaissance.,Unresolved,"Reseed, install silt fencing and monitor in 2011.",,,STROME LOOP
10,NW 26-44-13,135.8,EL4-0256.00,Vegetation - Weeds and Clubroot Disease,Compressed air.,Weed introduction and spread.,No issues observed on construction right-of-way.,Resolved,None.,,,STROME LOOP
10,NE 26-44-13,136.42 to 136.57,EL4-0257.00,2Wetland - Class III 008 Health: unhealthy (33%),Vegetation walked down prior to geotextile and ramp installation. Topsoil stripped along trench line. Silt fence installed. Ramp removed and topsoil replaced. Wetland restored to previous contours.,Potential for sedimentation until vegetation is established and for alteration of drainage patterns.,Health: unhealthy (44%),Resolved,None.,,,STROME LOOP
10,SE 25-44-13,137.7 to 138.3,EL4-0260.00,Soils - Subsidence,Compacted area in accordance with EPP.,Potential subsidence.,Ponding on construction right-of-way.,Unresolved,"Monitor for potential subsidence in 2011 and repair, if warranted.",,,STROME LOOP
10,SE 25-44-13,137.7 to 138.3,EL4-0260.00,Vegetation - Establishment,--,--,Poor vegetation establishment due to high cattle activity observed on construction right-of-way during ground reconnaissance.,Unresolved,Reseed and monitor grass growth in 2011.,,,STROME LOOP
11,NE 24-44-13 to  NW 19-44-12,138.5 to 139.2,EL4-0261.00 EL4-0262.00,Soils - Wind Erosion,Straw crimped during final clean-up.,Potential for erosion until vegetation has established.,No issues observed on construction right-of-way.,Resolved,None.,,,STROME LOOP
11,NE 24-44-13 to  NW 19-44-12,138.5 to 139.2,EL4-0261.00 EL4-0262.00,Vegetation - Establishment,--,--,Poor vegetation establishment observed on construction right-of-way during ground reconnaissance.,Unresolved,Reseed and monitor grass growth in 2011.,,,STROME LOOP
11,NW 19-44-12,138.8,EL4-0262.00,Soils - Contouring,--,--,Ponding water observed on construction right-of-way during ground reconnaissance.,Unresolved,Repair contouring in fall 2010. Monitor in 2011.,,,STROME LOOP
11,NW 19-44-12 SW 19-44-12,138.9 to 139.2 139.5 to 139.7,EL4-0263.00,2Wetland - Class IV 008 Health: unhealthy (50%),Vegetation walked down prior to geotextile and ramp installation. Topsoil stripped along trench line. Silt fence installed. Ramp removed and topsoil replaced. Wetland restored to previous contours.,Potential for sedimentation until vegetation is established and for alteration of drainage patterns.,Health: healthy with problems (60%),Resolved,None.,,,STROME LOOP
11,SE 19-44-12,139.7,EL4-0264.00,Vegetation - Rare Plant,Salt-marsh sand spurry. Construction right-of-way narrowed to avoid.,Success of transplanted population.,Plants found in 2010.,Resolved,None.,,,STROME LOOP
11,SE 19-44-12,139.7,EL4-0264.00,Vegetation - Rare Plant,Leafy pondweed: Construction right-of-way narrowed to avoid.,Success of transplanted population.,Plants found in 2010.,Resolved,None.,,,STROME LOOP
11,SE 19-44-12,140.2 to 140.4,EL4-0264.00,Soils - Wind Erosion,Straw crimped during final clean-up.,Potential for erosion until vegetation has established.,No issues observed on construction right-of-way.,Resolved,None.,,,STROME LOOP
11,SE 19-44-12,140.5 to 140.9,EL4-0264.00,2Wetland - Class IV 008 Health: healthy with Problems (79%),Vegetation walked down prior to geotextile and ramp installation. Topsoil stripped along trench line. Silt fence installed. Ramp removed and topsoil replaced. Wetland restored to previous contours.,Potential for sedimentation until vegetation is established and for alteration of drainage patterns.,Health: healthy with problems (74%),Resolved,None.,,,STROME LOOP
11,SE 19-44-12,140.6,EL4-0264.00,TSoils - Erosion (Watercourse) Water Quality and Quantity Fish and Fish Habitat ributary to Iron Creek,"Appropriate vehicle installed. Isolation with fish salvage. Erosion berm installed on west side of creek, mulched straw on both creek banks, seeded, installed waterways east of creek for drainage. Planted grass plugs.",Potential for sedimentation until vegetation is established.,No erosion or sedimentation observed on construction right-of-way.,Resolved,None.,,,STROME LOOP
11,SW 20-44-12 to NW 17-44-12,141.0 to 141.6,EL4-0266.00 EL4-0267.00,Soils - Wind Erosion,Straw crimped during final clean-up.,Potential for erosion until vegetation has established.,No issues observed on construction right-of-way.,Resolved,None.,,,STROME LOOP
11,NE 17-44-12,141.7 to 142.1,EL4-0268.00,2Wetland - Class III 008 Health: unhealthy (42%),Vegetation walked down prior to geotextile and ramp installation. Topsoil stripped along trench line. Silt fence installed. Ramp removed and topsoil replaced. Wetland restored to previous contours.,Potential for sedimentation until vegetation is established and for alteration of drainage patterns.,Health: healthy with problems (63%),Resolved,None.,,,STROME LOOP
11,NE 17-44-12,142.05,EL4-0268.00,Vegetation- Rare Plants,Few-flowered aster. Construction right-of-way narrowed to avoid.,Success of transplanted population.,Plants found in 2010.,Resolved,None.,,,STROME LOOP
11,NE 17-44-12,142.1 to 142.3,EL4-0268.00,Soils - Admixing,Separated admixed soil with hoes during final clean-up activities.,Potential admixing.,Minor admixing on construction right-of-way.,Unresolved,"Monitor grass growth in 2011.  Source and add clean topsoil to address admixing in 2011, if warranted.",,,STROME LOOP
11,SW 16-44-12,142.9 to 143.6,EL4-0270.00,Vegetation - Weeds,--,--,High density of creeping thistle observed on construction right-of-way during ground reconnaissance.,Unresolved,Follow weed control plan and monitor in 2011.,,,STROME LOOP
11,SE 16-44-12,143.88 to 144.01,EL4-0271.00,2Wetland - Class III 008 Health: healthy (86%),Vegetation walked down prior to geotextile and ramp installation. Topsoil stripped along trench line. Silt fence installed. Ramp removed and topsoil replaced. Wetland restored to previous contours.,Potential for sedimentation until vegetation is established and for alteration of drainage patterns.,Health: healthy (81%),Resolved,None.,,,STROME LOOP
11,SE 16-44-12,144.0,EL4-0271.00,Soils - Admixing,Separated admixed soil with hoes during final clean-up activities.,Potential admixing.,No issues observed on construction right-of-way.,Resolved,None.,,,STROME LOOP
11,SE 16-44-12 to  NE 9-44-12,144.0 to 144.5,EL4-0271.00 EL4-0272.00,Soils - Wind Erosion,Straw crimped during final clean-up.,Potential for erosion until vegetation has established.,No issues observed on construction right-of-way.,Resolved,None.,,,STROME LOOP
11,SE 16-44-12,144.4,EL4-0271.00,Soils - Admixing,Separated admixed soil with hoes during final clean-up activities.,Potential admixing.,No issues observed on construction right-of-way.,Resolved,None.,,,STROME LOOP
11,NW 10-44-12,144.6 to 145.4,EL4-0273.00,"Vegetation - No assessment, recently tilled",Assess vegetation in 2010.,Grass growth issues due to recent tilling.,No issues observed on construction right-of-way.,Resolved,None.,,,STROME LOOP
11,NE 10-44-12,145.4,EL4-0274.00,Vegetation - Weeds and Clubroot Disease,Shovel-sweep.,Weed introduction and spread.,No issues observed on construction right-of-way.,Resolved,None.,,,STROME LOOP
11,SW 11-44-12,146.4,EL4-0276.00,Vegetation - Weeds and Clubroot Disease,Shovel-sweep.,Weed introduction and spread.,No issues observed on construction right-of-way.,Resolved,None.,,,STROME LOOP
11,SW 11-44-12,146.4 to 147.3,EL4-0276.00,Vegetation - Moderate crop growth,Monitor crop growth in 2010.,Crop growth issues relating to wet soil conditions.,No issues observed on construction right-of-way.,Resolved,None.,,,STROME LOOP
11,SE 11-44-12,147.35,EL4-0277.00,Vegetation - Weeds and Clubroot Disease,Shovel-sweep.,Weed introduction and spread.,No issues observed on construction right-of-way.,Resolved,None.,,,STROME LOOP
11,NE 2-44-12,147.9,EL4-0278.01,Vegetation - Weeds and Clubroot Disease,Shovel-sweep.,Weed introduction and spread.,No issues observed on construction right-of-way.,Resolved,None.,,,STROME LOOP
11,NW 1-44-12,148.5,EL4-0279.00,Vegetation - Weeds and Clubroot Disease,Shovel-sweep.,Weed introduction and spread.,No issues observed on construction right-of-way.,Resolved,None.,,,STROME LOOP
11,NW 1-44-12,148.6,EL4-0279.00,Soils - Trench line subsidence.,"Repair subsided area in 2009, and monitor repaired area and crop growth in 2010.",Subsided trench.,No issues observed on construction right-of-way.,Resolved,None.,,,STROME LOOP
11,SW 1-44-12,149.1,EL4-0280.00,Vegetation - Weeds and Clubroot Disease,Shovel-sweep.,Weed introduction and spread.,No issues observed on construction right-of-way.,Resolved,None.,,,STROME LOOP
11,SE 1-44-12,149.4,EL4-0281.00,Vegetation - Weeds and Clubroot Disease,Shovel-sweep.,Weed introduction and spread.,No issues observed on construction right-of-way.,Resolved,None.,,,STROME LOOP
11,SE 1-44-12,149.4 to 150.2,EL4-0281.00,"Vegetation - No assessment, not seeded",Assess vegetation in 2010.,Grass growth issues due to not being seeded.,"High density of flixweed, lamb's-quarters and stinkweed on construction right-of-way.",Unresolved,Follow weed control plan and monitor in 2011.,,,STROME LOOP
11,SW 6-44-11,150.2 to 151.0,EL4-0282.00,Vegetation - Weeds and poor grass growth,"Monitor grass growth in 2010, and reseed and/or control weeds in fall 2010, if warranted.",Grass growth issues relating to weed densities.,"Moderate density of wild oats, wild buckwheat and Russian pigweed on construction right-of-way.",Unresolved,Follow weed control plan and monitor in 2011.,,,STROME LOOP
11,NW 31-43-11,151.0 to 151.2,EL4-0283.00,Soils - Admixing and compaction Vegetation - Moderate crop growth,Monitor crop growth in 2010 for seasonal alleviation of compaction.,Crop growth issues relating to admixing and compaction.,No issues observed on construction right-of-way.,Resolved,None.,,,STROME LOOP
11,NW 31-43-11,151.1,EL4-0283.00,Vegetation - Weeds and Clubroot Disease,Shovel-sweep.,Weed introduction and spread.,"Moderate density of yellow sweet clover, white clover and wild buckwheat.",Unresolved,Follow weed control plan and monitor in 2011.,,,STROME LOOP
11,NE 31-43-11,151.2 to 152.0,EL4-0284.00,Soils - Admixing Vegetation - Crop growth,Monitor crop growth in 2010.,Crop growth issues relating to admixing.,No issues observed on construction right-of-way.,Resolved,None.,,,STROME LOOP
11,NE 31-43-11,152.0,EL4-0284.00,Soils - Admixing Vegetation - Crop growth,Monitor crop growth in 2010.,Crop growth issues relating to admixing.,Minor admixing on construction right-of-way.,Unresolved,"Monitor crop growth in 2011. Source and add clean topsoil to address admixing in 2011, if warranted.",,,STROME LOOP
11,NE 31-43-11,152.0,EL4-0284.00,Soils - Compaction,--,--,Moderate compaction observed on construction right-of-way during ground reconnaissance.,Unresolved,"Monitor crop growth in 2011.  Alleviate compaction in 2011, if warranted.",,,STROME LOOP
11,NE 31-43-11,152.0 to 152.2,EL4-0284.00,Soils - Admixing Vegetation - Crop growth,Monitor crop growth in 2010.,Crop growth issues relating to admixing.,No issues observed on construction right-of-way.,Resolved,None.,,,STROME LOOP
11,NW 32-43-11,152.17 to 152.20,EL4-0285.00,2Wetland - Class IV 008 Health: unhealthy (56%),Vegetation walked down prior to geotextile and ramp installation. Topsoil stripped along trench line. Silt fence installed. Ramp removed and topsoil replaced. Wetland restored to previous contours.,Potential for sedimentation until vegetation is established and for alteration of drainage patterns.,Health: healthy with problems (63%),Resolved,None.,,,STROME LOOP
11,NW 32-43-11,152.2,EL4-0285.00,Vegetation - Weeds and Clubroot Disease,Shovel-sweep.,Weed introduction and spread.,No issues observed on construction right-of-way.,Resolved,None.,,,STROME LOOP
11,NW 32-43-11,152.2 to 152.5,EL4-0285.00,Soils - Admixing and compaction Vegetation - Moderate crop growth,Monitor crop growth in 2010 for seasonal alleviation of compaction.,Crop growth issues relating to admixing and compaction.,No issues observed on construction right-of-way.,Resolved,None.,,,STROME LOOP
12,SE 32-43-11,153.1 to 154.1,EL4-0287.00,Soils - Admixing and compaction Vegetation - Moderate crop growth,Monitor crop growth in 2010 for seasonal alleviation of compaction.,Crop growth issues relating to admixing and compaction.,No issues observed on construction right-of-way.,Resolved,None.,,,STROME LOOP
12,SE 32-43-11,153.2,EL4-0287.00,Vegetation - Weeds and Clubroot Disease,Shovel-sweep.,Weed introduction and spread.,No issues observed on construction right-of-way.,Resolved,None.,,,STROME LOOP
12,NW 28-43-11,154.1,EL4-0289.00,Vegetation - Weeds and Clubroot Disease,Shovel-sweep.,Weed introduction and spread.,Moderate density of flixweed and dandelion on construction right-of-way.,Unresolved,Follow weed control plan and monitor in 2011.,,,STROME LOOP
12,NE 28-43-11,155.1 to 155.6,EL4-0290.00,Soils - Admixing Vegetation - Crop Growth,Monitor crop growth in 2010.,Crop growth issues relating to admixing.,No issues observed on construction right-of-way.,Resolved,None.,,,STROME LOOP
12,NE 28-43-11,155.5,EL4-0291.00,Vegetation - Weeds and Clubroot Disease,Power wash/mist.,Weed introduction and spread.,No issues observed on construction right-of-way.,Resolved,None.,,,STROME LOOP
12,SE 28-43-11,155.91 to 155.97,EL4-0291.00,2Wetland - Class IV 008 Health: healthy with problems (72%),Vegetation walked down prior to geotextile and ramp installation. Topsoil stripped along trench line. Silt fence installed. Ramp removed and topsoil replaced. Wetland restored to previous contours.,Potential for sedimentation until vegetation is established and for alteration of drainage patterns.,"Health: unhealthy (56%) Weeds: creeping thistle, sow-thistle Riparian: cultivated to edge; willows cleared Bare ground (vehicle tracks) on construction right-of-way",Unresolved,Monitor in 2011.,,,STROME LOOP
12,SW 27-43-11,156.0,EL4-0292.00,Vegetation - Weeds and Clubroot Disease,Shovel-sweep.,Weed introduction and spread.,No issues observed on construction right-of-way.,Resolved,None.,,,STROME LOOP
12,SE 27-43-11,157.0,EL4-0293.00,Vegetation - Weeds and Clubroot Disease,Shovel-sweep.,Weed introduction and spread.,"Moderate density of yellow sweet clover, creeping thistle and flixweed on construction right-of-way.",Unresolved,Follow weed control plan and monitor in 2011.,,,STROME LOOP
12,SE 27-43-11,157.0 to 157.1,EL4-0293.00,Soils - Admixing Vegetation - Crop Growth,Monitor crop growth in 2010.,Crop growth issues relating to admixing.,No issues observed on construction right-of-way.,Resolved,None.,,,STROME LOOP
12,SE 27-43-11,157.0 to 157.2,EL4-0293.00,Vegetation - Weeds,Mowed weeds.,Weed introduction and spread.,"Moderate density of yellow sweet clover, creeping thistle and flixweed on construction right-of-way.",Unresolved,Follow weed control plan and monitor in 2011.,,,STROME LOOP
12,SE 27-43-11,157.1 to 157.2,EL4-0293.00,Soils - Admixing Vegetation - Weeds and poor grass growth,"Monitor grass growth in 2010, and reseed and/or control weeds in fall 2010, if warranted.",Grass growth issues relating to admixing.,No issues observed on construction right-of-way.,Resolved,None.,,,STROME LOOP
12,NE 22-43-11,157.2,EL4-0294.00,Vegetation - Weeds and Clubroot Disease,Shovel-sweep.,Weed introduction and spread.,No issues observed on construction right-of-way.,Resolved,None.,,,STROME LOOP
12,NE 22-43-11,157.25,EL4-0294.00,Soils - Admixing and compaction Vegetation - Moderate crop growth,Monitor crop growth in 2010 for seasonal alleviation of compaction.,Crop growth issues relating to admixing and compaction.,Moderate compaction on construction right-of-way. No admixing observed on construction right-of-way.,Unresolved,"Monitor crop growth in 2011. Alleviate compaction in 2011, if warranted.",,,STROME LOOP
12,NE 22-43-11,157.25 to 157.9,EL4-0294.00,Soils - Admixing and compaction Vegetation - Moderate crop growth,Monitor crop growth in 2010 for seasonal alleviation of compaction.,Crop growth issues relating to admixing and compaction.,No issues observed on construction right-of-way.,Resolved,None.,,,STROME LOOP
12,NW 23-43-11,157.9,EL4-0295.00,Vegetation - Weeds and Clubroot Disease,Shovel-sweep.,Weed introduction and spread.,No issues observed on construction right-of-way.,Resolved,None.,,,STROME LOOP
12,NW 23-43-11,157.9 to 158.3,EL4-0295.00,Vegetation - Moderate crop growth Topography Soils - Water Erosion Soils - Compaction,"Extensive grading, track packed, seeded. Monitor crop growth in 2010 for seasonal alleviation of compaction.",Potential for erosion until vegetation is established. Crop growth issues relating to compaction.,No issues observed on construction right-of-way.,Resolved,None.,,,STROME LOOP
12,NW 23-43-11,158.3,EL4-0295.00,Vegetation - Moderate crop growth Topography Soils - Water Erosion Soils - Compaction,"Extensive grading, track packed, seeded. Monitor crop growth in 2010 for seasonal alleviation of compaction.",Potential for erosion until vegetation is established. Crop growth issues relating to compaction.,Minor erosion on construction right-of-way.  No crop growth issues relating to compaction observed on construction right-of-way.,Unresolved,"Monitor crop/grass growth in 2011 and repair, if warranted.",,,STROME LOOP
12,NW 23-43-11,158.3,EL4-0295.00,Topography Soils - Water Erosion Soils - Trench line subsidence,"Installed erosion berm at top of hill. Repair subsided area in 2009, and monitor repaired area and crop growth in 2010.",Potential for erosion until vegetation is established. Subsided trench.,Minor erosion on construction right-of-way. No subsidence observed on construction right-of-way.,Unresolved,"Monitor crop/grass growth in 2011 and repair, if warranted.",,,STROME LOOP
12,NW 23-43-11,158.3 to 158.9,EL4-0295.00,Vegetation - Moderate crop growth Topography Soils - Water Erosion Soils - Compaction,"Extensive grading, track packed, seeded. Monitor crop growth in 2010 for seasonal alleviation of compaction.",Potential for erosion until vegetation is established. Crop growth issues relating to compaction.,No issues observed on construction right-of-way.,Resolved,None.,,,STROME LOOP
12,SE 23-43-11,159.3,EL4-0297.00,Vegetation - Weeds and Clubroot Disease,Compressed air.,Weed introduction and spread.,Moderate density of perennial sow-thistle and creeping thistle on construction right-of-way.,Unresolved,Follow weed control plan and monitor in 2011.,,,STROME LOOP
