Alignment Sheet#,Approx. KP,Legal Location,Land Use,Environmental Issues,"AMEC PCEM Observations, 2013","Enbridge Environmental Inspector (EI) Observations, 2013","AMEC PCEM Observations, 2014","Enbridge Environmental Inspector (EI) Observations, 2014",Repairs to date,Status                  (Resolved/            Unresolved),Recommended Mitigation Measure(s) to Resolve Issue(s) and Schedule,VEC,GIS,Topic
31,103+272 to 103+803,SE 11-8-30 W1,tame pasture,vegetation establishment,,,"June 2014: Unsure if seeded (if seeded, poor establishment).  Should be Ranchers Hay mix.",Broadcasted seed using Ranchers Hay max - August 2014,Broadcasted seeded using ranchers hay mix - August 2014,unresolved,Monitor,,,
31,103+800,NE 11-8-30 W1,tame pasture,weeds,August 2013: Area not reclaimed.,,"Weedy.  Cannot see desired species, not sure if they were seeded.",Broadcast seeded using ranchers hay mix - August 2014,Broadcasted seeded using ranchers hay mix - August 2014,unresolved,Monitor,,,
31,103+950,NW 12-8-30 W1,crop,"weeds, erosion",,,"June 2014: Foxtail barley infestation in cropland.  If not planted to crop, may have to mow prior to seed head-out/ripening.  Also minor gully erosion from wetland to wetland across RoW.","Mowed, Disced, cultivated, August 2014 harrowed, rocks picked","Mowed, disced, cultivated, August 2014 harrowed, rocks picked",unresolved,Monitor,,,
31,104+550,NW 12-8-30 W1,wetland,silt fence,,,June 2014: Silt fence in wetland.,removed silt fence August 2014,Removed silt fence August 2014,resolved,,,,
32,104+900,NE 12-8-30 W1,crop,erosion,,,June 2014: Gully erosion to subsoil at north RoW boundary.,Cultivated August 2014,"Cultivated, August 2014",unresolved,Monitor,,,
32,105+120,NE 12-8-30 W1,crop,weeds,,,"June 2014: Foxtail barley infestation in cropland.  If not planted to crop, may have to mow prior to seed head-out/ripening.","Mowed, Disced, cultivated, August 2014 harrowed, rocks picked","Mowed, Disced, cultivated, August 2014 harrowed, rocks picked",unresolved,Monitor,,,
32,105+400,NE 12-8-30 W1,crop,weeds,,,June 2014: Weedy on and off-RoW.  Noxious weeds: cleavers.,"Mowed, disced, cultivated, August 2014 harrowed, rocks picked","Mowed, disced, cultivated, August 2014 harrowed, rocks picked",unresolved,Monitor,,,
32,105+564 to 106+300,NW 7-8-29 W1,pasture,pugging,,,June 2014: Pugging throughout.,landowner requested exclusion fencing installed; landowner did not maintain fencing. Livestock. area heavily grazed throughout year,None recommended,unresolved,Monitor,,,
32,105+590,NW 7-8-29 W1,wetland,debris,,,June 2014: Debris on RoW,Removed Debris - August 2014,Removed Debris - August 2014,resolved,,,,
32,105+625,NW 7-8-29 W1,wetland,debris,,,June 2014: Debris on RoW,Removed Debris - August 2014,Removed Debris - August 2014,resolved,,,,
32,105+775,NW 7-8-29-W1,wetland,silt fence,,,"June 2014: Silt fence should be removed, it is impeding overland flow from wetland.",silt fence removed - August 2014,Silt fence removed - August 2014,resolved,,,,
32,106+700 to 107+384,SE 18-8-29 W1,pasture,"vegetation establishment, pugging",,,"June 2014: Sparse vegetation, pugging, but some desired species present.",Area heavily grazed throughout year,None recommended,unresolved,Monitor,,,
33,106+800,SE 18-8-29 W1,pasture,rare plant,,,June and August 2014: Could not find transplanted Polygala senega.,,None recommended,unresolved,Monitor,,,
33,107+200,SE 18-8-29 W1,pasture,rare plant,,,"June 2014: Rare plant not spotted at location noted, but was found throughout RoW (Sysyrinchium campestre )",,None recommended,resolved,,,,
33,107+340,SE 18-8-29 W1,watercourse crossing (Jackson Creek),3rd party issue,August 2013: Third party line break and spill site overlaps Bakken RoW; clean-up underway by third party.  Crossing not inspected.,n/a,May 2014: Third party line break and spill site overlaps Bakken RoW; clean-up underway by third party.  Crossing not inspected.,"Third party efforts still underway - September 30, 2014",None recommended,unresolved,Monitor,,,
33,108+270 to 108+425,NE 18-8-29 W1,pasture,vegetation establishment,,,June 2014: Unsure if seeded.  Bare to weedy.,"Mowed Early August 2014. Density of alfalfa and brome species increased significantly by September 20, 2014",Mowed August 2014,unresolved,Monitor,,,
33,109+110 to 109+160,NW 20-8-29 W1,wetland,Substrate,,,July 2014: high percentage of coarse fragments (rocks) observed on substrate in disturbed portion of wetland.,,None recommended,unresolved,Monitor,,,
33,109+800,NW 20-8-29 W1,hayland,seed mix,,,"June 2014: Alignment sheets say cropland, but is now hayland/tame pasture (brome and alfalfa).","Disced, cultivated, August 2014 harrowed, rocks picked, re-seeded using Ranchers Hay max and rolled September, 2014","Disced, cultivated, August 2014 harrowed, rocks picked, re-seeded using Ranchers Hay max and rolled September, 2014",unresolved,Monitor,,,
34,111+000,NW 21-8-29 W1,crop,weeds,,,"June 2014: Weeds on-RoW.  In cropland, so if not seeded may need to be mowed.  Noxious weeds: annual sow thistle",Landowner cultivated August 2014,None recommended,unresolved,Monitor,,,
34,111+800,SW 28-8-29 W1,wetland,silt fence,,,June 2014: Silt fence no longer required/functioning.,Removed Silt Fence - September 2014,Removed Silt Fence - September 2014,resolved,,,,
34,111+970,SE 28-8-29 W1,wetland,silt fence,,,July 2014: Silt fence in wetland.,Removed Silt Fence - September 2014,Removed Silt Fence - September 2014,resolved,,,,
34,112+300 to 112+500,SE 28-8-29 W1,tame pasture,vegetation establishment,,,"June 2014: Cannot see planted vegetation, appears to not have been seeded.","Cultivated August 2014 and re-seeded using ranchers hay max September 3, 2014","Cultivated August 2014 and re-seeded using ranchers hay max September 3, 2014",unresolved,Monitor,,,
34,112+790,NE 28-8-29 W1,crop,debris,,,June 2014: Debris on RoW.,Removed Debris - August 2014,"Removed debris, August 2014",resolved,,,,
34,112+950,NE 28-8-29 W1,wetland,debris,,,June 2014: Debris on RoW.,Area cultivated and debris removed August 2014,,resolved,,,,
34,113+450,NW 27-8-29 W1,pasture,vegetation establishment,,,"June 2014: Sparse vegetation growth, but desired species present.",,None recommended,unresolved,Monitor,,,
34,113+660,NW 27-8-9 W1,watercourse crossing (Stony Creek),"crossing profile, marker","August 2013: Slight widening at crossing, but appears stable. A shallow trench remains where silt fencing was removed on the north side of the crossing.","Stony Creek - water flowing is creating an ""eddy"" due to some subsidence. This may be causing erosion, creek flow is not rapid. Remove silt fence. One sign is down.",May 2014: A shallow trench remains where silt fencing was removed on the north side of the crossing.,Trench backfilled - August 2014,Trench backfilled - August 2014,unresolved,"Replace sign, monitor",,,
35,113+950,SW-34-8-29 W1,pasture,contouring,,,June 2014: Gravelly subsoil ridge at ground surface.,Ridge identified. Vegetation establishing. September 2014,None recommended,unresolved,Monitor,,,
35,114+020,SW 34-8-29 W1,wetland,rutting,,,June 2014: Rutting on RoW,cultivated and re-seeded September 2013,Recontoured and reseeded in September 2014,unresolved,Continue wetland health and function monitoring,,,
35,114+100 to 114+200,SW 34-8-29 W1,tame pasture,vegetation establishment,,,"June 2014: Cannot see planted vegetation, appears to not have been seeded.",cultivated and re-seeded September 2014,Cultivated and re-seeded September 2014,unresolved,Monitor,,,
35,115+410,SW 35-8-29 W1,crop,debris,,,June 2014: Debris on RoW,Removed Debris - August 2014,"Removed debris, August 2014",resolved,,,,
35,116+200,NW 35-8-29 W1,wetland,"daylighting hole, silt fence",,,"June 2014: Daylighting hole near wetland, and silt fence left in place",Removed Silt Fence - September. 2014.  daylighting hole not identified,Removed silt fence September 2014,unresolved,Backfill daylighting hole,,,
35,116+990 to 117-080,SE-2-9-29-W1,wetland,woody vegetation,,,July 2014: Some woody riparian vegetation of wetland was has been removed on the pipeline RoW.,n/a,Consider restoration of woody riparian vegetation if results of wetland health and function is not restored following 2015 assessment,unresolved,Continue wetland health and function monitoring,,,
35,117+200,SE 2-9-29-W1,wetland (W-756),silt fence,,,June 2014: Silt fence in wetland.,Removed Silt Fence - August 2014,Removed Silt Fence - August 2014,resolved,,,,
36,117+400 to 117+500,SE 2-9-29 W1,crop,debris,,,"June 2014: Rock ridge.  Spoke to Dan Tober, and area is scheduled to have rocks picked.",Rocks picked - August 2014,"Rocks picked, August 2014",resolved,,,,
36,117+530 to 117+590,SE 2-9-29 W1,wetland,debris,,,July 2014: Swamp mats left at edge of wetland.,Skidsteer used to removed Mats from edge of wetland - August 2014,Skidsteer used to removed mats from edge of wetland - August 2014,resolved,,,,
36,118+060 to 118+110 W-1-9-29-W1,,wetland,riparian woody vegetation,,,July 2014: Some woody riparian vegetation of wetland was has been removed on the pipeline RoW.,n/a,Consider restoration of woody riparian vegetation if results of wetland health and function is not restored following 2015 assessment,unresolved,Continue wetland health and function monitoring,,,
36,118+700 to 119+000,NE 1-9-29 W1,hayland,vegetation establishment,,,June 2014: Should be hayland/tame pasture but does not look seeded,n/a,None recommended,unresolved,Monitor,,,
36,119+680 to 119+740,NW 6-9-29-W1,wetland,silt fence,,,July 2014: Silt fence no longer required/functioning.,September 2014 - removed,September 2014 - removed,resolved,,,,
36,120+075,SW 7-9-28 W1,tame pasture,subsidence,,Ditch subsidence (2012).  No issue(2013),No issue identified.,,Recontoured in August 2013,resolved,,,,
36,120+250,SW 7-9-28 W1,tame pasture,"subsidence, debris",,Ditch subsidence and debris - tree branches (2012).  No issue (2013),No issue identified.,,Recontoured in August 2013,resolved,,,,
36,120+360,SW 7-9-28 W1,watercourse crossing (tributary to Pipestone Creek),"erosion, riparian woody vegetation","August 2013: Significant erosion, including a large gully and rills, of the south slope. Erosion is releasing sedimentation into the creek, resulting in narrowing the creek. South slope is unstable. Erosion blanket was found to be installed with spacing to the ground and only few anchors. The largest gully erosion has formed directly above the pipeline. Top of slope slumping has occurred approximately 0.5 m from the slope. On the north slope an area of missing topsoil was identified. Some silt fences installed in a way that directs water down the slope encouraging erosion. Silt fences not maintained properly. Removal of woody species from the riparian area has increased direct sunlight, possibly resulting in an algae bloom localized at the crossing location. Coarse Woody Debris was removed and placed upstream and downstream of crossing, restricting flow.",Pipestone Tributary - coconut mat is still in place. No noticeable erosion on the banks. Some minor erosion on creek bed. No subsidence through riparian area,"May 2014: The slope failure on the south approach identified in 2013 inspections was re-contoured and rolled erosion control product (RECP) was installed. However, RECP installation was not carried to the top of the slope (it stopped approximately 2-3 m from the top of slope) and material was not sufficiently anchored. Surface drainage (e.g., from precipitation) originating at the top of the slope has formed gully erosion under the RECP. Sediment fence installed on the southeast side of the crossing is located in an area which is now stabilized and is no longer required.","Due to significant rainfall, south bank became unstable and the bank slid down. Most of the material appears to be contained within the coconut matting and appears to have not yet reached the creek. September 2014 - excavator utilized to pull material up and re-contour south bank. RECP installed on bank and carried over the top of the bank. Slight swale was installed and armoured using RECP and rip-rap rock to divert surface drainage to vegetated slope",South bank re-contoured and eroded areas repaired.  Silt fences were removed and reinstalled where erosion was most likely.,unresolved,Monitor,,,
37,121+340,NE 7-9-28 W1,crop,erosion,,,June 2014: Gully erosion to overland flow.   Gully erosion to overland flow.,,None recommended,unresolved,Monitor,,,
37,122+200,SW 17-9-28 W1,modified grassland,"topsoil, subsidence",No issue identified.,Poor topsoil replacement. Sand piles from trenching in power to valve setting. Trench subsidence,,,Trench backfilled and reseeded 2013,resolved,,,,
37,122+200,SW 17-9-28-W1,pasture,rare plant,Thermopsis rhombifolia  not detected,,Thermopsis rhombifolia  not detected,,None recommended,unresolved,Monitor,,,
37,122+400 to 122+550,SW 17-9-28-W1,pasture,topsoil,,Ditchline is still high within aquifer crossing June 2014: Topsoil not replaced.,,September 2014: Appears to be rough topsoil replacement due to being within aquifer,Topsoil replaced September 2014,unresolved,Monitor,,,
37,122+620,SW-17-9-28 W1,pasture,contouring,,,June 2014: Pile of sand on RoW.,Daylight hole backfilled with sand. Has subsided to grade and vegetation is establishing. September 2014,None recommended,unresolved,Monitor,,,
37,122+620 to 122+650,SW 17-9-28 W1,pasture,weeds,,,"June 2014: Weedy on and off-RoW.  Noxious weeds: absinthe, Canada thistle, baby's breath (last year's growth only), annual sow thistle.",,None recommended,unresolved,Monitor,,,
37,122+900,SW 17-9-28 W1,pasture,contouring,,,June 2014: Topsoil stockpile on RoW,High ditchline,None recommended,unresolved,Monitor,,,
37,123+300,SW 17-9-28 W1,modified grassland,"debris, daylightling hole",No issue identified.,Debris - subsoil on topsoil from snow pile along fence line. Open daylight holes,,,Debris removed in 2013,resolved,,,,
