Legal Location (W6),Land Use,1st Year (2013) Issue(s),KP,1st Year (2013) Discussion,2nd Year (2014) PCRM Assessment and Work Completed,2015 PCRM Assessment and Work Completed,VEC,GIS,Topic
SW 12-80-20,Forested,Moderate microtopography (subsidence) issues,16+700,Subsidence on trench.,"July 19, 2014 – 90-100% vegetation cover to off ROW – KP 16+650 to 16+675, area of moderate vegetation, Monitor growth. – KP 17+100, diversion berms on hill slope are in good shape and well vegetated. – KP 17+350, minor subsidence near road crossing not affecting land use, monitor in 2015. September 15, 2014 – Weeds identified intermittently throughout ¼, intermittent herbicide application conducted.","June 17, 2015 – Well vegetated with strong growth and density throughout tract.  – KP 16+650 to 16+675, previously assessed area of moderate vegetation is re-establishing well, issue resolved. – KP 17+100, diversion berms on hill slope are in good shape and vegetating well. – KP 17+350, minor subsidence near road crossing, not affecting land use. Continue to Monitor",,,
SW 12-80-20,Forested,Moderate vegetation issue,16+700,Vegetation cover is expected to improve in subsequent years.,"July 19, 2014 – 90-100% vegetation cover to off ROW – KP 16+650 to 16+675, area of moderate vegetation, Monitor growth. – KP 17+100, diversion berms on hill slope are in good shape and well vegetated. – KP 17+350, minor subsidence near road crossing not affecting land use, monitor in 2015. September 15, 2014 – Weeds identified intermittently throughout ¼, intermittent herbicide application conducted.","June 17, 2015 – Well vegetated with strong growth and density throughout tract.  – KP 16+650 to 16+675, previously assessed area of moderate vegetation is re-establishing well, issue resolved. – KP 17+100, diversion berms on hill slope are in good shape and vegetating well. – KP 17+350, minor subsidence near road crossing, not affecting land use. Continue to Monitor",,,
SW 12-80-20,Forested,No issues observed,"16+850, 17+150",The ROW is revegetating well.,"July 19, 2014 – 90-100% vegetation cover to off ROW – KP 16+650 to 16+675, area of moderate vegetation, Monitor growth. – KP 17+100, diversion berms on hill slope are in good shape and well vegetated. – KP 17+350, minor subsidence near road crossing not affecting land use, monitor in 2015. September 15, 2014 – Weeds identified intermittently throughout ¼, intermittent herbicide application conducted.","June 17, 2015 – Well vegetated with strong growth and density throughout tract.  – KP 16+650 to 16+675, previously assessed area of moderate vegetation is re-establishing well, issue resolved. – KP 17+100, diversion berms on hill slope are in good shape and vegetating well. – KP 17+350, minor subsidence near road crossing, not affecting land use. Continue to Monitor",,,
SW 12-80-20,Forested,Moderate microtopography (subsidence) issue,17+350,Subsidence on trench. The ROW is revegetating well.,"July 19, 2014 – 90-100% vegetation cover to off ROW – KP 16+650 to 16+675, area of moderate vegetation, Monitor growth. – KP 17+100, diversion berms on hill slope are in good shape and well vegetated. – KP 17+350, minor subsidence near road crossing not affecting land use, monitor in 2015. September 15, 2014 – Weeds identified intermittently throughout ¼, intermittent herbicide application conducted.","June 17, 2015 – Well vegetated with strong growth and density throughout tract.  – KP 16+650 to 16+675, previously assessed area of moderate vegetation is re-establishing well, issue resolved. – KP 17+100, diversion berms on hill slope are in good shape and vegetating well. – KP 17+350, minor subsidence near road crossing, not affecting land use. Continue to Monitor",,,
SE 11-80-20,Forested,No issues observed,17+550,The ROW is revegetating well.,"–July 26, 2014 - KP 17+500, weeds, Canada thistle, perennial sow thistle, and tall butter cup, weed control required. – Vegetation on ROW was consistent with offsite conditions.  Sept 15, 2014 – Intermittent herbicide application conducted to control Canada thistle, perennial sow thistle, and tall butter cup.","June 17, 2015 – Well vegetated, with strong growth and density throughout tract.  – Herbicide application conducted in Sept 2014 appears to have effectively removed undesired species. – No issues were identified in tract. Banks of Stuart lake road are stable and there was no signs of erosion or slumping.",,,
NE 11-80-20,Forested,Moderate surface drainage (ponding) issue,17+850,"Temporary ponding observed on work side, vegetation establishing well on the ROW.","–July 26, 2014 - KP 17+950, drainage. Ponding water at time of assessment. – KP 18+000, berm across ROW, good vegetation growth – KP 18+250, berm across ROW, good condition – No sign of erosion at time of assessment  – Weeds, perennial sow thistle, Canada thistle, and tall buttercup, present intermittently throughout ¼.. Sept 15, 2014 – herbicide application conducted intermittently to control weeds.","June 18, 2015 - Area appears well vegetated with strong growth and density throughout tract. No erosion, subsidence, or weeds observed. - KP 17+850, 3rd party ATV trail crossing ROW appears to be affecting vegetation. Minimal vegetative growth and rutting observed. Recommend continued monitoring. - KP 18+000 and KP 18+250, diversion berms appear well vegetated and effective.  - KP 18+350, third-party ruts observed on ROW. Doesn't appear to be affecting land use. Recommend continued monitoring.",,,
NE 11-80-20,Forested,No issues observed,18+000,Drainage channel stable and the ROW is revegetating well.,"–July 26, 2014 - KP 17+950, drainage. Ponding water at time of assessment. – KP 18+000, berm across ROW, good vegetation growth – KP 18+250, berm across ROW, good condition – No sign of erosion at time of assessment  – Weeds, perennial sow thistle, Canada thistle, and tall buttercup, present intermittently throughout ¼.. Sept 15, 2014 – herbicide application conducted intermittently to control weeds.","June 18, 2015 - Area appears well vegetated with strong growth and density throughout tract. No erosion, subsidence, or weeds observed. - KP 17+850, 3rd party ATV trail crossing ROW appears to be affecting vegetation. Minimal vegetative growth and rutting observed. Recommend continued monitoring. - KP 18+000 and KP 18+250, diversion berms appear well vegetated and effective.  - KP 18+350, third-party ruts observed on ROW. Doesn't appear to be affecting land use. Recommend continued monitoring.",,,
NE 11-80-20,Forested,Moderate surface drainage (ponding) issue,18+250,"Temporary ponding observed on the ROW. Vegetation growing well, with one bare patch that is expected to improve in subsequent years.","–July 26, 2014 - KP 17+950, drainage. Ponding water at time of assessment. – KP 18+000, berm across ROW, good vegetation growth – KP 18+250, berm across ROW, good condition – No sign of erosion at time of assessment  – Weeds, perennial sow thistle, Canada thistle, and tall buttercup, present intermittently throughout ¼.. Sept 15, 2014 – herbicide application conducted intermittently to control weeds.","June 18, 2015 - Area appears well vegetated with strong growth and density throughout tract. No erosion, subsidence, or weeds observed. - KP 17+850, 3rd party ATV trail crossing ROW appears to be affecting vegetation. Minimal vegetative growth and rutting observed. Recommend continued monitoring. - KP 18+000 and KP 18+250, diversion berms appear well vegetated and effective.  - KP 18+350, third-party ruts observed on ROW. Doesn't appear to be affecting land use. Recommend continued monitoring.",,,
NE 11-80-20,Forested,No issues observed,18+350,The ROW is revegetating well.,"–July 26, 2014 - KP 17+950, drainage. Ponding water at time of assessment. – KP 18+000, berm across ROW, good vegetation growth – KP 18+250, berm across ROW, good condition – No sign of erosion at time of assessment  – Weeds, perennial sow thistle, Canada thistle, and tall buttercup, present intermittently throughout ¼.. Sept 15, 2014 – herbicide application conducted intermittently to control weeds.","June 18, 2015 - Area appears well vegetated with strong growth and density throughout tract. No erosion, subsidence, or weeds observed. - KP 17+850, 3rd party ATV trail crossing ROW appears to be affecting vegetation. Minimal vegetative growth and rutting observed. Recommend continued monitoring. - KP 18+000 and KP 18+250, diversion berms appear well vegetated and effective.  - KP 18+350, third-party ruts observed on ROW. Doesn't appear to be affecting land use. Recommend continued monitoring.",,,
SE 14-80-20,Forested,"Moderate microtopography (rills), Moderate vegetation issue",18+550,"Erosion observed within the cross drainage, vegetation cover is expected to improve in subsequent years.","July 26, 2014 – Vegetation is establishing throughout tract, continue to monitor.  - KP 18+450, reduced vegetation cover, monitor in 2015. – KP 18+550, moderate vegetation growth and minor erosion on diversion berm, monitor in 2015. – KP 18+930, erosion, repairs recommended. – KP 18+750, drainage excellent vegetation density 100% vegetated at time of assessment.  Sept 11, 2014 – KP 18+930, erosion was re-contoured/repaired and erosion control measures installed.  - Intermittent weeds identified and herbicide application conducted.","June 18, 2015 - Area appears well vegetated with strong growth and density throughout tract. No erosion, subsidence, or weeds observed. - KP18+550, minor erosion down length of diversion berm observed. Berm is well vegetated and appears stable. Recommend continued monitoring.  - KP 18+700, low area with cattails observed. Recommend continued monitoring.  - KP 18+750, good drainage across ROW observed. Minor ponding doesn't appear to be affecting land use. Recommend continued monitoring.",,,
SE 14-80-20,Forested,Moderate surface drainage (ponding) issue,18+750,Area of temporary ponding observed at the toe of the slope.,"July 26, 2014 – Vegetation is establishing throughout tract, continue to monitor.  - KP 18+450, reduced vegetation cover, monitor in 2015. – KP 18+550, moderate vegetation growth and minor erosion on diversion berm, monitor in 2015. – KP 18+930, erosion, repairs recommended. – KP 18+750, drainage excellent vegetation density 100% vegetated at time of assessment.  Sept 11, 2014 – KP 18+930, erosion was re-contoured/repaired and erosion control measures installed.  - Intermittent weeds identified and herbicide application conducted.","June 18, 2015 - Area appears well vegetated with strong growth and density throughout tract. No erosion, subsidence, or weeds observed. - KP18+550, minor erosion down length of diversion berm observed. Berm is well vegetated and appears stable. Recommend continued monitoring.  - KP 18+700, low area with cattails observed. Recommend continued monitoring.  - KP 18+750, good drainage across ROW observed. Minor ponding doesn't appear to be affecting land use. Recommend continued monitoring.",,,
SE 14-80-20,Forested,Moderate erosion issue,18+950,Erosion observed associated with the drainage channel.,"July 26, 2014 – Vegetation is establishing throughout tract, continue to monitor.  - KP 18+450, reduced vegetation cover, monitor in 2015. – KP 18+550, moderate vegetation growth and minor erosion on diversion berm, monitor in 2015. – KP 18+930, erosion, repairs recommended. – KP 18+750, drainage excellent vegetation density 100% vegetated at time of assessment.  Sept 11, 2014 – KP 18+930, erosion was re-contoured/repaired and erosion control measures installed.  - Intermittent weeds identified and herbicide application conducted.","June 18, 2015 - Area appears well vegetated with strong growth and density throughout tract. No erosion, subsidence, or weeds observed. - KP18+550, minor erosion down length of diversion berm observed. Berm is well vegetated and appears stable. Recommend continued monitoring.  - KP 18+700, low area with cattails observed. Recommend continued monitoring.  - KP 18+750, good drainage across ROW observed. Minor ponding doesn't appear to be affecting land use. Recommend continued monitoring.",,,
SW 14-80-20,Forested,No issues observed,19+350,"Drainage channel is stable, vegetation establishing well.","July 26, 2014 - KP 18+875, drainage, excellent vegetation cover, small amount of ponding water, good condition.  – KP 19+350, drainage channel, stable with no erosion concerns, vegetation well established.  – KP 19+600, moderate ponding, vegetation well established, low area consistent with off ROW conditions, 2013 issue resolved. – KP 19+650, moderate erosion in natural drainage, minor weed concerns including Canada thistle. Recommend erosion repairs and weed control. – KP 19+750, weed concerns include Canada thistle and oxeye daisy, large densities of weeds present on foreign pipeline. Recommend weed control. Sept 11, 2014- KP 19+650 – erosion across ROW was re-contoured/repaired and erosion controls installed. Heavy cattle use was noted in wet soils of drainage. Sept 15, 2014 – Intermittent herbicide application conducted on ¼.","June 18, 2015 - Area appears well vegetated with strong growth and density throughout tract. No erosion or subsidence observed. - KP 19+350, drainage channel appears well vegetated and stable.  - KP 19+650, heavy cattle use observed in drainage area. Waddles appear effective at slowing water velocity. – KP 19+750, Tall buttercup, Canada thistle, and oxeye daisy observed intermittently, recommend weed control.  July 5, 2015 – KP 19+750 - Herbicide application conducted intermittently to control tall buttercup, oxeye daisy, and Canada thistle. Spectra pipeline was covered in all 3 weeds. Weeds encroaching on ROW from foreign line crossing. October 1, 2015- additional herbicide application conducted to control noxious weeds.",,,
SW 14-80-20,Forested,No issues observed,19+375,The ROW is revegetating well.,"July 26, 2014 - KP 18+875, drainage, excellent vegetation cover, small amount of ponding water, good condition.  – KP 19+350, drainage channel, stable with no erosion concerns, vegetation well established.  – KP 19+600, moderate ponding, vegetation well established, low area consistent with off ROW conditions, 2013 issue resolved. – KP 19+650, moderate erosion in natural drainage, minor weed concerns including Canada thistle. Recommend erosion repairs and weed control. – KP 19+750, weed concerns include Canada thistle and oxeye daisy, large densities of weeds present on foreign pipeline. Recommend weed control. Sept 11, 2014- KP 19+650 – erosion across ROW was re-contoured/repaired and erosion controls installed. Heavy cattle use was noted in wet soils of drainage. Sept 15, 2014 – Intermittent herbicide application conducted on ¼.","June 18, 2015 - Area appears well vegetated with strong growth and density throughout tract. No erosion or subsidence observed. - KP 19+350, drainage channel appears well vegetated and stable.  - KP 19+650, heavy cattle use observed in drainage area. Waddles appear effective at slowing water velocity. – KP 19+750, Tall buttercup, Canada thistle, and oxeye daisy observed intermittently, recommend weed control.  July 5, 2015 – KP 19+750 - Herbicide application conducted intermittently to control tall buttercup, oxeye daisy, and Canada thistle. Spectra pipeline was covered in all 3 weeds. Weeds encroaching on ROW from foreign line crossing. October 1, 2015- additional herbicide application conducted to control noxious weeds.",,,
SW 14-80-20,Forested,Moderate surface drainage (ponding),19+600,Temporary ponding observed near toe of slope.,"July 26, 2014 - KP 18+875, drainage, excellent vegetation cover, small amount of ponding water, good condition.  – KP 19+350, drainage channel, stable with no erosion concerns, vegetation well established.  – KP 19+600, moderate ponding, vegetation well established, low area consistent with off ROW conditions, 2013 issue resolved. – KP 19+650, moderate erosion in natural drainage, minor weed concerns including Canada thistle. Recommend erosion repairs and weed control. – KP 19+750, weed concerns include Canada thistle and oxeye daisy, large densities of weeds present on foreign pipeline. Recommend weed control. Sept 11, 2014- KP 19+650 – erosion across ROW was re-contoured/repaired and erosion controls installed. Heavy cattle use was noted in wet soils of drainage. Sept 15, 2014 – Intermittent herbicide application conducted on ¼.","June 18, 2015 - Area appears well vegetated with strong growth and density throughout tract. No erosion or subsidence observed. - KP 19+350, drainage channel appears well vegetated and stable.  - KP 19+650, heavy cattle use observed in drainage area. Waddles appear effective at slowing water velocity. – KP 19+750, Tall buttercup, Canada thistle, and oxeye daisy observed intermittently, recommend weed control.  July 5, 2015 – KP 19+750 - Herbicide application conducted intermittently to control tall buttercup, oxeye daisy, and Canada thistle. Spectra pipeline was covered in all 3 weeds. Weeds encroaching on ROW from foreign line crossing. October 1, 2015- additional herbicide application conducted to control noxious weeds.",,,
SW 14-80-20,Forested,Moderate erosion issue,19+650,Erosion observed associated with the drainage channel.,"July 26, 2014 - KP 18+875, drainage, excellent vegetation cover, small amount of ponding water, good condition.  – KP 19+350, drainage channel, stable with no erosion concerns, vegetation well established.  – KP 19+600, moderate ponding, vegetation well established, low area consistent with off ROW conditions, 2013 issue resolved. – KP 19+650, moderate erosion in natural drainage, minor weed concerns including Canada thistle. Recommend erosion repairs and weed control. – KP 19+750, weed concerns include Canada thistle and oxeye daisy, large densities of weeds present on foreign pipeline. Recommend weed control. Sept 11, 2014- KP 19+650 – erosion across ROW was re-contoured/repaired and erosion controls installed. Heavy cattle use was noted in wet soils of drainage. Sept 15, 2014 – Intermittent herbicide application conducted on ¼.","June 18, 2015 - Area appears well vegetated with strong growth and density throughout tract. No erosion or subsidence observed. - KP 19+350, drainage channel appears well vegetated and stable.  - KP 19+650, heavy cattle use observed in drainage area. Waddles appear effective at slowing water velocity. – KP 19+750, Tall buttercup, Canada thistle, and oxeye daisy observed intermittently, recommend weed control.  July 5, 2015 – KP 19+750 - Herbicide application conducted intermittently to control tall buttercup, oxeye daisy, and Canada thistle. Spectra pipeline was covered in all 3 weeds. Weeds encroaching on ROW from foreign line crossing. October 1, 2015- additional herbicide application conducted to control noxious weeds.",,,
SW 14-80-20,Forested,Moderate noxious weed issue,19+850,Canada thistle observed on workside and trench line.,"July 26, 2014 - KP 18+875, drainage, excellent vegetation cover, small amount of ponding water, good condition.  – KP 19+350, drainage channel, stable with no erosion concerns, vegetation well established.  – KP 19+600, moderate ponding, vegetation well established, low area consistent with off ROW conditions, 2013 issue resolved. – KP 19+650, moderate erosion in natural drainage, minor weed concerns including Canada thistle. Recommend erosion repairs and weed control. – KP 19+750, weed concerns include Canada thistle and oxeye daisy, large densities of weeds present on foreign pipeline. Recommend weed control. Sept 11, 2014- KP 19+650 – erosion across ROW was re-contoured/repaired and erosion controls installed. Heavy cattle use was noted in wet soils of drainage. Sept 15, 2014 – Intermittent herbicide application conducted on ¼.","June 18, 2015 - Area appears well vegetated with strong growth and density throughout tract. No erosion or subsidence observed. - KP 19+350, drainage channel appears well vegetated and stable.  - KP 19+650, heavy cattle use observed in drainage area. Waddles appear effective at slowing water velocity. – KP 19+750, Tall buttercup, Canada thistle, and oxeye daisy observed intermittently, recommend weed control.  July 5, 2015 – KP 19+750 - Herbicide application conducted intermittently to control tall buttercup, oxeye daisy, and Canada thistle. Spectra pipeline was covered in all 3 weeds. Weeds encroaching on ROW from foreign line crossing. October 1, 2015- additional herbicide application conducted to control noxious weeds.",,,
NW 14-80-20,Forested,Moderate surface drainage (ponding) issue,20+050,Temporary ponding observed on trench and work side. Vegetation is establishing.,"–Aug 13, 2014 - KP 19+810, vegetation is well established. – Native forbs and vegetation encroaching on ROW. – Canada thistle present in small patches throughout ROW, recommend weed control. Sept 15, 2014 – Intermittent herbicide application conducted throughout ¼.","June 18, 2015  – Excellent vegetation, with strong growth and density throughout tract.  – Native forbs and vegetation continuing to encroach on ROW enhancing the flora diversity. – Excellent soil and foliage cover over ditch line.  – No issues at time of assessment. October 1, 2015– Observed intermittent Canada thistle within ¼, herbicide application conducted to control.",,,
NE 15-80-20,Forested,"Moderate surface drainage (ponding), Moderate microtopography (erosion) issues, moderate vegetation issue",20+350,"Ponding and erosion associated with drainage channel observed on the ROW, which is restricting vegetation growth.","–Aug 13, 2014 - patches of oxeye daisy and narrow leaf hawk’s beard throughout ¼, weed control recommended. Aug 13, 2014 -  KP 20+980, wood shavings and rutting at Stewart Lake Road crossing on ROW, 3rd party vehicle appears to have left road surface and entered ROW possibly spilling shavings onto ROW, monitor area to ensure there are no persistent concerns associated with this issue. – Moderate channel erosion along uphill slope of water diversion berm running across the ROW. Sept 15, 2014– Intermittent herbicide application conducted to control oxeye daisy and narrow leaf hawk’s beard.","June 18, 2015  – Well vegetated, with strong growth and density throughout tract.  Moderate vegetation and ponding issues noted in 2013 at KP 20+350 and 20+750 are resolved. –2014 herbicide application appears to have worked effectively at removing oxeye Daisy, narrow leaf hawks beard and other undesired species. – KP 20+100, diversion berms have great foliage cover and were stable at time of assessment. – KP 20+300 to 20+370 has moderate growth do to coniferous debris and soil type. Will need time to establish better growth. Not affecting land use, continue to monitor.  – KP 20+700, Natural drainage is functioning well with a steady flow, low turbidity,",,,
NE 15-80-20,Forested,Moderate Noxious weed issue,20+350,Oxeye Daisy observed on the ROW.,"–Aug 13, 2014 - patches of oxeye daisy and narrow leaf hawk’s beard throughout ¼, weed control recommended. Aug 13, 2014 -  KP 20+980, wood shavings and rutting at Stewart Lake Road crossing on ROW, 3rd party vehicle appears to have left road surface and entered ROW possibly spilling shavings onto ROW, monitor area to ensure there are no persistent concerns associated with this issue. – Moderate channel erosion along uphill slope of water diversion berm running across the ROW. Sept 15, 2014– Intermittent herbicide application conducted to control oxeye daisy and narrow leaf hawk’s beard.","June 18, 2015  – Well vegetated, with strong growth and density throughout tract.  Moderate vegetation and ponding issues noted in 2013 at KP 20+350 and 20+750 are resolved. –2014 herbicide application appears to have worked effectively at removing oxeye Daisy, narrow leaf hawks beard and other undesired species. – KP 20+100, diversion berms have great foliage cover and were stable at time of assessment. – KP 20+300 to 20+370 has moderate growth do to coniferous debris and soil type. Will need time to establish better growth. Not affecting land use, continue to monitor.  – KP 20+700, Natural drainage is functioning well with a steady flow, low turbidity,",,,
NE 15-80-20,Forested,"No issues observed Moderate surface drainage (ponding), issues, moderate vegetation issue",20+500 20+750,The ROW is revegetating well. Temporary ponding on work side bare ground associated with ponded water.,"–Aug 13, 2014 - patches of oxeye daisy and narrow leaf hawk’s beard throughout ¼, weed control recommended. Aug 13, 2014 -  KP 20+980, wood shavings and rutting at Stewart Lake Road crossing on ROW, 3rd party vehicle appears to have left road surface and entered ROW possibly spilling shavings onto ROW, monitor area to ensure there are no persistent concerns associated with this issue. – Moderate channel erosion along uphill slope of water diversion berm running across the ROW. Sept 15, 2014– Intermittent herbicide application conducted to control oxeye daisy and narrow leaf hawk’s beard.","June 18, 2015  – Well vegetated, with strong growth and density throughout tract.  Moderate vegetation and ponding issues noted in 2013 at KP 20+350 and 20+750 are resolved. –2014 herbicide application appears to have worked effectively at removing oxeye Daisy, narrow leaf hawks beard and other undesired species. – KP 20+100, diversion berms have great foliage cover and were stable at time of assessment. – KP 20+300 to 20+370 has moderate growth do to coniferous debris and soil type. Will need time to establish better growth. Not affecting land use, continue to monitor.  – KP 20+700, Natural drainage is functioning well with a steady flow, low turbidity, soil saturation, and secure wetland flora. – No subsidence or erosion noted at time of assessment, contouring and topography matches off ROW control.",,,
SE 22-80-20,Watercourse,No issues observed,21+150,Watercourse banks are stable and vegetated.,"August 19, 2014 - KP21+250 to 21+270 subsidence observed, not affecting land use, monitor in 2015. - KP 21+100 to 21+150 (Stewart Creek) riparian areas appear stable with excellent vegetation growth at wetland and watercourse margins at the time of the assessment. Watercourse flow (construction right-of-way creek bed dry at the time of the assessment) and cross drainage appear stable and maintained within the wetland and associated channel.  - KP 21+100 to 21+150 and KP 21+070, Silt fending no longer required, remove.  - KP 21+070 to 21+000 poor vegetation cover on hillslope, erosion noted at KP 21+070 – erosion repairs and seeding recommended. Sept 11, 2014– KP 21+070 – erosion re-contoured/repaired and erosion control measures installed. – Silt fencing removed at KP 21+100, KP 21+150, and KP 21+070. Sept 20, 2014 - KP 21+000 to KP 21+070 - area with limited vegetation cover seeded and harrowed. - KP 21+070 - silt fence at base of slope was re-installed.","June 18, 2015 – Well vegetated, with strong growth and density throughout tract. – KP 21+150 - Canada thistle on north side of creek, weed control recommended. October 17, 2015– KP 21+150 – herbicide application conducted to control Canada thistle. – Stewart Creek riparian areas appear to be very mature, with an abundance of healthy foliage. Banks are covered and cribbing is stable. Silt fence is intact, secure and functioning well. – KP 21+070 to KP 21+000 poor vegetation cover on hill slope. Soil amendments and seeding required in order for vegetation to establish. Spread mulch over area and reseeded – KP 21+070 diversion berm and straw waddles are stable and have worked well at preventing erosion. October 17, 2015- KP 21+075 to 21+150 - Scentless chamomile observed. Handpicked chamomile and spot sprayed area surrounding plants. October 31, 2015- KP 21+075 to 21+150, spread tackifier over mulched area using hand seeder. Used hand rake to mix tackifier with mulch/soil.",,,
SW 22-80-20,Forested,Moderate vegetation issues,21+550,Vegetation cover is expected to improve in subsequent years.,"August 19, 2014 - Excellent vegetation establishment on hill slopes and berms. - KP 21+850 Canada thistle observed and pulled by hand. - KP 21+800 minor trench subsidence observed. Monitor in 2015. - KP 21+640 ponding at the base of slopes on the pipeline trench, restore contours  - KP 21+560 – reduced vegetation cover <50%, compared to off ROW control, monitor in 2015. Sept 16, 2014 – Intermittent weeds identified and herbicide application conducted. Sept 17, 2014 – KP 21+640 – Drainage trench hand-dug from the ponding area on the south side of the ROW to the north side of ROW to help prevent ponding water on ditchline.","June 19, 2015 – Excellent vegetation, tract hosting a broad flora diversity, and strong growth with high density.  – Diversion berms and drainage channels appear well vegetated and stable at the time of the assessment. – KP21+640 Drainage trench dug from the ponding area on the east side of the ROW to the west side of ROW in 2014 appears to be working well. Monitor 2016.  – No subsidence or erosion noted at time of assessment, contouring and topography is consistent with off ROW control.",,,
SW 22-80-20,Forested,Moderate microtopography (subsidence) issue,21+650,Subsidence on trench.,"August 19, 2014 - Excellent vegetation establishment on hill slopes and berms. - KP 21+850 Canada thistle observed and pulled by hand. - KP 21+800 minor trench subsidence observed. Monitor in 2015. - KP 21+640 ponding at the base of slopes on the pipeline trench, restore contours  - KP 21+560 – reduced vegetation cover <50%, compared to off ROW control, monitor in 2015. Sept 16, 2014 – Intermittent weeds identified and herbicide application conducted. Sept 17, 2014 – KP 21+640 – Drainage trench hand-dug from the ponding area on the south side of the ROW to the north side of ROW to help prevent ponding water on ditchline.","June 19, 2015 – Excellent vegetation, tract hosting a broad flora diversity, and strong growth with high density.  – Diversion berms and drainage channels appear well vegetated and stable at the time of the assessment. – KP21+640 Drainage trench dug from the ponding area on the east side of the ROW to the west side of ROW in 2014 appears to be working well. Monitor 2016.  – No subsidence or erosion noted at time of assessment, contouring and topography is consistent with off ROW control.",,,
SW 22-80-20,Forested,Moderate vegetation issues,21+650,Vegetation cover is expected to improve in subsequent years.,"August 19, 2014 - Excellent vegetation establishment on hill slopes and berms. - KP 21+850 Canada thistle observed and pulled by hand. - KP 21+800 minor trench subsidence observed. Monitor in 2015. - KP 21+640 ponding at the base of slopes on the pipeline trench, restore contours  - KP 21+560 – reduced vegetation cover <50%, compared to off ROW control, monitor in 2015. Sept 16, 2014 – Intermittent weeds identified and herbicide application conducted. Sept 17, 2014 – KP 21+640 – Drainage trench hand-dug from the ponding area on the south side of the ROW to the north side of ROW to help prevent ponding water on ditchline.","June 19, 2015 – Excellent vegetation, tract hosting a broad flora diversity, and strong growth with high density.  – Diversion berms and drainage channels appear well vegetated and stable at the time of the assessment. – KP21+640 Drainage trench dug from the ponding area on the east side of the ROW to the west side of ROW in 2014 appears to be working well. Monitor 2016.  – No subsidence or erosion noted at time of assessment, contouring and topography is consistent with off ROW control.",,,
SW 22-80-20,Forested,Moderate microtopography (subsidence) issue,21+800,Subsidence on trench.,"August 19, 2014 - Excellent vegetation establishment on hill slopes and berms. - KP 21+850 Canada thistle observed and pulled by hand. - KP 21+800 minor trench subsidence observed. Monitor in 2015. - KP 21+640 ponding at the base of slopes on the pipeline trench, restore contours  - KP 21+560 – reduced vegetation cover <50%, compared to off ROW control, monitor in 2015. Sept 16, 2014 – Intermittent weeds identified and herbicide application conducted. Sept 17, 2014 – KP 21+640 – Drainage trench hand-dug from the ponding area on the south side of the ROW to the north side of ROW to help prevent ponding water on ditchline.","June 19, 2015 – Excellent vegetation, tract hosting a broad flora diversity, and strong growth with high density.  – Diversion berms and drainage channels appear well vegetated and stable at the time of the assessment. – KP21+640 Drainage trench dug from the ponding area on the east side of the ROW to the west side of ROW in 2014 appears to be working well. Monitor 2016.  – No subsidence or erosion noted at time of assessment, contouring and topography is consistent with off ROW control.",,,
SW 22-80-20,Forested,Moderate vegetation issue,21+800,Vegetation cover is expected to improve in subsequent years.,"August 19, 2014 - Excellent vegetation establishment on hill slopes and berms. - KP 21+850 Canada thistle observed and pulled by hand. - KP 21+800 minor trench subsidence observed. Monitor in 2015. - KP 21+640 ponding at the base of slopes on the pipeline trench, restore contours  - KP 21+560 – reduced vegetation cover <50%, compared to off ROW control, monitor in 2015. Sept 16, 2014 – Intermittent weeds identified and herbicide application conducted. Sept 17, 2014 – KP 21+640 – Drainage trench hand-dug from the ponding area on the south side of the ROW to the north side of ROW to help prevent ponding water on ditchline.","June 19, 2015 – Excellent vegetation, tract hosting a broad flora diversity, and strong growth with high density.  – Diversion berms and drainage channels appear well vegetated and stable at the time of the assessment. – KP21+640 Drainage trench dug from the ponding area on the east side of the ROW to the west side of ROW in 2014 appears to be working well. Monitor 2016.  – No subsidence or erosion noted at time of assessment, contouring and topography is consistent with off ROW control.",,,
SW 22-80-20,Forested,No issues observed,22+050,The ROW is revegetating well.,"August 19, 2014 - Excellent vegetation establishment on hill slopes and berms. - KP 21+850 Canada thistle observed and pulled by hand. - KP 21+800 minor trench subsidence observed. Monitor in 2015. - KP 21+640 ponding at the base of slopes on the pipeline trench, restore contours  - KP 21+560 – reduced vegetation cover <50%, compared to off ROW control, monitor in 2015. Sept 16, 2014 – Intermittent weeds identified and herbicide application conducted. Sept 17, 2014 – KP 21+640 – Drainage trench hand-dug from the ponding area on the south side of the ROW to the north side of ROW to help prevent ponding water on ditchline.","June 19, 2015 – Excellent vegetation, tract hosting a broad flora diversity, and strong growth with high density.  – Diversion berms and drainage channels appear well vegetated and stable at the time of the assessment. – KP21+640 Drainage trench dug from the ponding area on the east side of the ROW to the west side of ROW in 2014 appears to be working well. Monitor 2016.  – No subsidence or erosion noted at time of assessment, contouring and topography is consistent with off ROW control.",,,
