,tableId,rowIndex,rowCounter,issue_parsed,word2vec_vec
7433,6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,13,6,- Wetland exhibiting good potential for wildlife.,wildlife
7434,6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,13,6,- Wetland exhibiting good potential for wildlife.,wetlands
7435,6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,13,7,- No subsidence or erosion was observed in wetland.,physical
7436,6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,13,7,- No subsidence or erosion was observed in wetland.,wetlands
7437,6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,13,8,- Wetland is stable with appropriate pre-construction contours achieved. Off ROW vegetation successfully establishing on ROW; species biodiversity maintained. No net loss of wetland function was observed.,vegetation
7438,6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,13,8,- Wetland is stable with appropriate pre-construction contours achieved. Off ROW vegetation successfully establishing on ROW; species biodiversity maintained. No net loss of wetland function was observed.,physical
7439,6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,13,8,- Wetland is stable with appropriate pre-construction contours achieved. Off ROW vegetation successfully establishing on ROW; species biodiversity maintained. No net loss of wetland function was observed.,wetlands
7440,6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,14,1,"July 26, 2017 - Vegetation cover on the ROW is 80 to 100% compared to the off ROW control. Vegetation is well established with a diverse mix of vegetation observed, exhibiting good growth.",vegetation
7441,6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,14,2,- No noxious weeds were identified.,vegetation
7442,6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,14,3,- Cross drains and stub berms are vegetated and in good functioning condition.,wetlands
7443,6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,14,4,- No soil stability issues. Caribou Habitat Restoration Location - Rollback added to both sides of road crossing from KP 6+900 to 7+080 is functioning well as access control. Very good establishment of grasses and deciduous tree species within rollback area.,soil
7444,6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,14,4,- No soil stability issues. Caribou Habitat Restoration Location - Rollback added to both sides of road crossing from KP 6+900 to 7+080 is functioning well as access control. Very good establishment of grasses and deciduous tree species within rollback area.,vegetation
7445,6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,14,4,- No soil stability issues. Caribou Habitat Restoration Location - Rollback added to both sides of road crossing from KP 6+900 to 7+080 is functioning well as access control. Very good establishment of grasses and deciduous tree species within rollback area.,wetlands
7446,6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,14,4,- No soil stability issues. Caribou Habitat Restoration Location - Rollback added to both sides of road crossing from KP 6+900 to 7+080 is functioning well as access control. Very good establishment of grasses and deciduous tree species within rollback area.,navigation
7447,6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,14,5,"September 27, 2017 - No noxious weeds were identified in tract.",vegetation
7448,6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,14,6,"September 27, 2017  - Re-installed marker post at KP 7+050 south of access road crossing (material on site); issue resolved.",wetlands
7449,6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,14,6,"September 27, 2017  - Re-installed marker post at KP 7+050 south of access road crossing (material on site); issue resolved.",navigation
7450,6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,15,1,.,
7451,6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,16,1,"July 26, 2017 - Treed Bog on ROW from KP 6+900 to 7+130 appears to be at full, proper functionality. Wetland exists through road crossing at KP 7+050.",wetlands
7452,6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,16,1,"July 26, 2017 - Treed Bog on ROW from KP 6+900 to 7+130 appears to be at full, proper functionality. Wetland exists through road crossing at KP 7+050.",navigation
7453,6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,16,2,"- Vegetation establishment within wetland is 80-100% compared to off ROW. Dominant vegetation consisting of herbaceous graminoids, Labrador Tea, black spruce, buck brush and mosses.",vegetation
7454,6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,16,2,"- Vegetation establishment within wetland is 80-100% compared to off ROW. Dominant vegetation consisting of herbaceous graminoids, Labrador Tea, black spruce, buck brush and mosses.",wetlands
7455,6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,16,3,- Trench crown present in wetland with sufficient amount of breaks for hydrology to be maintained. Stub berms present in wetland to prevent excess adjacent flow down roach; functioning well.,water
7456,6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,16,3,- Trench crown present in wetland with sufficient amount of breaks for hydrology to be maintained. Stub berms present in wetland to prevent excess adjacent flow down roach; functioning well.,physical
7457,6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,16,3,- Trench crown present in wetland with sufficient amount of breaks for hydrology to be maintained. Stub berms present in wetland to prevent excess adjacent flow down roach; functioning well.,wetlands
7458,6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,16,4,- Substrate stable through very high moisture holding capacity and uniform vegetation growth throughout wetland. Peat depth in bog exceeding 40cm; mottling occurring.,soil
7459,6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,16,4,- Substrate stable through very high moisture holding capacity and uniform vegetation growth throughout wetland. Peat depth in bog exceeding 40cm; mottling occurring.,vegetation
7460,6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,16,4,- Substrate stable through very high moisture holding capacity and uniform vegetation growth throughout wetland. Peat depth in bog exceeding 40cm; mottling occurring.,wetlands
7461,6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,16,5,- Wetland exhibiting saturated conditions due to elevated water table existing slightly below substrate surface resulting in intermittent localized areas of standing surface water acting as habitat microsites.,water
7462,6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,16,5,- Wetland exhibiting saturated conditions due to elevated water table existing slightly below substrate surface resulting in intermittent localized areas of standing surface water acting as habitat microsites.,wetlands
7463,6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,16,6,- Wetland exhibiting good potential for wildlife.,wildlife
7464,6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,16,6,- Wetland exhibiting good potential for wildlife.,wetlands
7465,6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,16,7,- No subsidence or erosion was observed in wetland.,physical
7466,6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,16,7,- No subsidence or erosion was observed in wetland.,wetlands
7467,6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,16,8,- Wetland is stable with appropriate pre-construction contours achieved. Off ROW vegetation successfully establishing on ROW; species biodiversity maintained. No net loss of wetland function was observed.,vegetation
7468,6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,16,8,- Wetland is stable with appropriate pre-construction contours achieved. Off ROW vegetation successfully establishing on ROW; species biodiversity maintained. No net loss of wetland function was observed.,physical
7469,6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,16,8,- Wetland is stable with appropriate pre-construction contours achieved. Off ROW vegetation successfully establishing on ROW; species biodiversity maintained. No net loss of wetland function was observed.,wetlands
7470,6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,17,1,"July 27 and 29, 2017 - Vegetation cover on the ROW is 80 to 100% compared to the off ROW control. Vegetation is well established with a diverse mix of vegetation observed, exhibiting good growth.",vegetation
7471,6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,17,2,- KP 7+900 and 8+100 – Intermittent herbicide application conducted to control perennial sow thistle. Issue resolved.,vegetation
7472,6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,17,3,- Cross drains are vegetated and functioning.,wetlands
7473,6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,17,4,- No soil stability issues. Rollback present in tract from KP 7+850 to 7+920 acting as access control from parallel Komie Road and perpendicular access road. Rollback appears to be effective as no third party traffic was observed on ROW.,soil
7474,6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,17,4,- No soil stability issues. Rollback present in tract from KP 7+850 to 7+920 acting as access control from parallel Komie Road and perpendicular access road. Rollback appears to be effective as no third party traffic was observed on ROW.,navigation
7475,6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,17,5,"September 27, 2017 – No noxious weeds observed. All previous issues resolved.",vegetation
7476,6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,18,1,"July 27, 2017 - Treed Bog on ROW from KP 7+280 to 7+620 appears to be at full, proper functionality.",wetlands
7477,6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,18,2,"- Vegetation establishment within wetland is 80-100% compared to off ROW. Dominant vegetation consisting of herbaceous graminoids, Labrador Tea, black spruce, sphagnum mosses and poplar.",vegetation
7478,6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,18,2,"- Vegetation establishment within wetland is 80-100% compared to off ROW. Dominant vegetation consisting of herbaceous graminoids, Labrador Tea, black spruce, sphagnum mosses and poplar.",wetlands
7479,6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,18,3,- Trench crown present in wetland with sufficient amount of breaks for hydrology to be maintained.,physical
7480,6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,18,3,- Trench crown present in wetland with sufficient amount of breaks for hydrology to be maintained.,wetlands
7481,6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,18,4,- Substrate appears stable through very high moisture holding capacity and uniform vegetation growth throughout wetland. Peat depth in bog exceeding 40cm; mottling and gleying occurring.,soil
7482,6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,18,4,- Substrate appears stable through very high moisture holding capacity and uniform vegetation growth throughout wetland. Peat depth in bog exceeding 40cm; mottling and gleying occurring.,vegetation
7483,6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,18,4,- Substrate appears stable through very high moisture holding capacity and uniform vegetation growth throughout wetland. Peat depth in bog exceeding 40cm; mottling and gleying occurring.,wetlands
7484,6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,18,5,- Wetland exhibiting saturated conditions due to elevated water table existing slightly below substrate surface. Intermittent localized areas of standing surface water acting as habitat microsites.,water
7485,6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,18,5,- Wetland exhibiting saturated conditions due to elevated water table existing slightly below substrate surface. Intermittent localized areas of standing surface water acting as habitat microsites.,wetlands
7486,6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,18,6,- Wetland exhibiting good potential for wildlife; amphibians observed using wetland as habitat.,fish
7487,6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,18,6,- Wetland exhibiting good potential for wildlife; amphibians observed using wetland as habitat.,wildlife
7488,6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,18,6,- Wetland exhibiting good potential for wildlife; amphibians observed using wetland as habitat.,wetlands
7489,6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,18,7,- No subsidence or erosion was observed in wetland.,physical
7490,6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,18,7,- No subsidence or erosion was observed in wetland.,wetlands
7491,6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,18,8,- Wetland is stable with appropriate pre-construction contours achieved. Off ROW vegetation successfully establishing on ROW; species biodiversity maintained. No net loss of wetland function was observed.,vegetation
7492,6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,18,8,- Wetland is stable with appropriate pre-construction contours achieved. Off ROW vegetation successfully establishing on ROW; species biodiversity maintained. No net loss of wetland function was observed.,physical
7493,6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,18,8,- Wetland is stable with appropriate pre-construction contours achieved. Off ROW vegetation successfully establishing on ROW; species biodiversity maintained. No net loss of wetland function was observed.,wetlands
7494,6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,19,1,"July 27, 2017 - Vegetation cover on the ROW is 80 to 100% compared to the off ROW control. Vegetation is well established with a diverse mix of vegetation observed, exhibiting good growth.",vegetation
7495,6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,19,2,"- KP 8+720 – Perennial sow thistle observed, herbicide application recommended.",vegetation
7496,6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,19,3,- Cross drains are vegetated and functioning.,wetlands
7497,6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,19,4,- No soil stability issues.,soil
7498,6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,19,5,"- Courvoiser Creek, KP-8+200 – bed and banks are stable. High flow, no issues. Marker posts and signage are in place. Good establishment of willows along banks.",vegetation
7499,6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,19,5,"- Courvoiser Creek, KP-8+200 – bed and banks are stable. High flow, no issues. Marker posts and signage are in place. Good establishment of willows along banks.",water
7500,6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,19,5,"- Courvoiser Creek, KP-8+200 – bed and banks are stable. High flow, no issues. Marker posts and signage are in place. Good establishment of willows along banks.",wetlands
7501,6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,19,6,"- Ditch plugs and New drains functioning on both sides of Courvoiser Creek, no issues.",wetlands
7502,6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,19,7,"- Tributary KP 9+000– banks stable and vegetated. Caribou Habitat Restoration Location - Rollback added to both sides of watercourse 3 from KP 8+120 to 8+520 is providing good access control. Good establishment of deciduous tree species and broadleaf shrubs within rollback area,  - Narrowed ROW at KP 9+000 providing good line of sight barrier. Vegetation continues to establish well in area. Deciduous tree species exceeding 2m in height.",vegetation
7503,6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,19,7,"- Tributary KP 9+000– banks stable and vegetated. Caribou Habitat Restoration Location - Rollback added to both sides of watercourse 3 from KP 8+120 to 8+520 is providing good access control. Good establishment of deciduous tree species and broadleaf shrubs within rollback area,  - Narrowed ROW at KP 9+000 providing good line of sight barrier. Vegetation continues to establish well in area. Deciduous tree species exceeding 2m in height.",wetlands
7504,6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,19,7,"- Tributary KP 9+000– banks stable and vegetated. Caribou Habitat Restoration Location - Rollback added to both sides of watercourse 3 from KP 8+120 to 8+520 is providing good access control. Good establishment of deciduous tree species and broadleaf shrubs within rollback area,  - Narrowed ROW at KP 9+000 providing good line of sight barrier. Vegetation continues to establish well in area. Deciduous tree species exceeding 2m in height.",navigation
7505,6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,19,8,"July 29, 2017 - KP 8+720 – Herbicide application conducted to control perennial sow thistle. Issue resolved.",vegetation
7506,6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,19,9,"September 28, 2017 – No noxious weeds observed. All previous issues resolved.",vegetation
7507,6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,20,1,.,
7508,6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,21,1,.,
7509,6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,22,1,.,
7510,6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,23,1,"July 27, 2017 - Treed Fen on ROW from KP 8+400 to 9+000 appears to be at full, proper functionality.",wetlands
7511,6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,23,2,"- Vegetation establishment within wetland is 80-100% compared to off ROW. Dominant vegetation consisting of herbaceous graminoids, willows and buck brush. Hydrophytic species observed throughout wetland. Black spruce observed encroaching on fringe of wetland.",vegetation
7512,6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,23,2,"- Vegetation establishment within wetland is 80-100% compared to off ROW. Dominant vegetation consisting of herbaceous graminoids, willows and buck brush. Hydrophytic species observed throughout wetland. Black spruce observed encroaching on fringe of wetland.",wetlands
7513,6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,23,3,- Trench crown present in wetland with sufficient amount of breaks for hydrology to be maintained.,physical
7514,6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,23,3,- Trench crown present in wetland with sufficient amount of breaks for hydrology to be maintained.,wetlands
7515,6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,23,4,- Substrate appears stable through high moisture holding capacity and uniform vegetation growth throughout wetland. Peat accumulating in wetland in top substrate layer; mottling and gleying occurring.,vegetation
7516,6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,23,4,- Substrate appears stable through high moisture holding capacity and uniform vegetation growth throughout wetland. Peat accumulating in wetland in top substrate layer; mottling and gleying occurring.,wetlands
7517,6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,23,5,- Wetland exhibiting semi- saturated conditions due to elevated water table. Intermittent localized areas of standing surface water acting as habitat microsites.,water
7518,6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,23,5,- Wetland exhibiting semi- saturated conditions due to elevated water table. Intermittent localized areas of standing surface water acting as habitat microsites.,wetlands
7519,6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,23,6,- Wetland exhibiting good potential for wildlife; amphibians observed using wetland as habitat.,fish
7520,6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,23,6,- Wetland exhibiting good potential for wildlife; amphibians observed using wetland as habitat.,wildlife
7521,6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,23,6,- Wetland exhibiting good potential for wildlife; amphibians observed using wetland as habitat.,wetlands
7522,6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,23,7,- No subsidence or erosion was observed in wetland.,physical
7523,6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,23,7,- No subsidence or erosion was observed in wetland.,wetlands
7524,6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,23,8,- Wetland is stable with appropriate pre-construction contours achieved. Off ROW vegetation successfully establishing on ROW; species biodiversity maintained. No net loss of wetland function was observed.,vegetation
7525,6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,23,8,- Wetland is stable with appropriate pre-construction contours achieved. Off ROW vegetation successfully establishing on ROW; species biodiversity maintained. No net loss of wetland function was observed.,physical
7526,6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,23,8,- Wetland is stable with appropriate pre-construction contours achieved. Off ROW vegetation successfully establishing on ROW; species biodiversity maintained. No net loss of wetland function was observed.,wetlands
7527,6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,24,1,"July 27, 2017 - Vegetation cover on the ROW is 80 to 100% compared to the off ROW control. Vegetation is well established with a diverse mix of vegetation observed, exhibiting good growth.",vegetation
7528,6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,24,2,"- KP 9+980 – Perennial sow thistle observed, recommend weed control.",vegetation
7529,6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,24,3,- Cross drains are vegetated and functioning.,wetlands
7530,6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,24,4,- No soil stability issues.,soil
7531,6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,24,5,"July 29, 2017 - KP 9+980 – Perennial sow thistle mechanically controlled due to proximity to rare plant. Issue resolved.",vegetation
7532,6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,24,6,"September 28, 2017 – No noxious weeds observed. All previous issues resolved.",vegetation
7533,6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,25,1,.,
7534,6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,26,1,"July 27, 2017 - Treed Fen on ROW from KP 9+100 to 10+250 appears to be at full, proper functionality.",wetlands
7535,6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,26,2,"- Vegetation establishment within wetland is 80-100% compared to off ROW. Dominant vegetation consisting of herbaceous graminoids, willows and buck brush. Significant amounts of black spruce and tamarack emerging throughout wetland.",vegetation
7536,6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,26,2,"- Vegetation establishment within wetland is 80-100% compared to off ROW. Dominant vegetation consisting of herbaceous graminoids, willows and buck brush. Significant amounts of black spruce and tamarack emerging throughout wetland.",wetlands
7537,6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,26,3,- Trench crown present in wetland with sufficient amount of breaks for hydrology to be maintained.,physical
7538,6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,26,3,- Trench crown present in wetland with sufficient amount of breaks for hydrology to be maintained.,wetlands
7539,6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,26,4,- Substrate appears stable through high moisture holding capacity and uniform vegetation growth throughout wetland. Peat accumulating in wetland in top substrate layer; mottling and gleying occurring.,vegetation
7540,6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,26,4,- Substrate appears stable through high moisture holding capacity and uniform vegetation growth throughout wetland. Peat accumulating in wetland in top substrate layer; mottling and gleying occurring.,wetlands
7541,6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,26,5,- Wetland exhibiting semi- saturated conditions due to elevated water table. Intermittent localized areas of standing surface water acting as habitat microsites.,water
7542,6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,26,5,- Wetland exhibiting semi- saturated conditions due to elevated water table. Intermittent localized areas of standing surface water acting as habitat microsites.,wetlands
7543,6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,26,6,- Wetland exhibiting good potential for wildlife.,wildlife
7544,6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,26,6,- Wetland exhibiting good potential for wildlife.,wetlands
7545,6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,26,7,- No subsidence or erosion was observed in wetland.,physical
7546,6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,26,7,- No subsidence or erosion was observed in wetland.,wetlands
7547,6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,26,8,- Wetland is stable with appropriate pre-construction contours achieved. Off ROW vegetation successfully establishing on ROW; species biodiversity maintained. No net loss of wetland function was observed.,vegetation
7548,6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,26,8,- Wetland is stable with appropriate pre-construction contours achieved. Off ROW vegetation successfully establishing on ROW; species biodiversity maintained. No net loss of wetland function was observed.,physical
7549,6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,26,8,- Wetland is stable with appropriate pre-construction contours achieved. Off ROW vegetation successfully establishing on ROW; species biodiversity maintained. No net loss of wetland function was observed.,wetlands
7550,6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,27,1,.,
7551,6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,28,1,"July 27, 2017 - Vegetation cover on the ROW is 80 to 100% compared to the off ROW control. Vegetation is well established with a diverse mix of vegetation observed, exhibiting good growth.",vegetation
7552,6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,28,2,"- KP 10+090 and 10+550 (road crossing) – Perennial sow thistle observed, recommend weed control.",vegetation
7553,6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,28,2,"- KP 10+090 and 10+550 (road crossing) – Perennial sow thistle observed, recommend weed control.",wetlands
7554,6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,28,2,"- KP 10+090 and 10+550 (road crossing) – Perennial sow thistle observed, recommend weed control.",navigation
7555,6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,28,3,- Cross drains are vegetated and functioning.,wetlands
7556,6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,28,4,- No soil stability issues. Caribou Habitat Restoration Location - Vegetation in area of bored road crossing at KP 10+500 providing good line of sight barrier and continues to establish well.,soil
7557,6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,28,4,- No soil stability issues. Caribou Habitat Restoration Location - Vegetation in area of bored road crossing at KP 10+500 providing good line of sight barrier and continues to establish well.,vegetation
7558,6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,28,4,- No soil stability issues. Caribou Habitat Restoration Location - Vegetation in area of bored road crossing at KP 10+500 providing good line of sight barrier and continues to establish well.,wetlands
7559,6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,28,4,- No soil stability issues. Caribou Habitat Restoration Location - Vegetation in area of bored road crossing at KP 10+500 providing good line of sight barrier and continues to establish well.,navigation
7560,6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,28,5,"July 29, 2017 – KP 10+090 - Perennial sow thistle mechanically controlled due to proximity to rare plant. Issue resolved.",vegetation
7561,6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,28,6,"September 28, 2017 – KP 10+400 to 10+800 – Intermittent herbicide application conducted to control perennial sow thistle. Issue resolved.",vegetation
7562,6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,29,1,"July 27, 2017 - Treed Fen on ROW from KP 9+100 to 10+250 appears to be at full, proper functionality.",wetlands
7563,6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,29,2,"- Vegetation establishment within wetland is 80-100% compared to off ROW. Dominant vegetation consisting of herbaceous graminoids, willows and buck brush. Significant amounts of black spruce and tamarack emerging throughout wetland.",vegetation
7564,6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,29,2,"- Vegetation establishment within wetland is 80-100% compared to off ROW. Dominant vegetation consisting of herbaceous graminoids, willows and buck brush. Significant amounts of black spruce and tamarack emerging throughout wetland.",wetlands
7565,6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,29,3,- Trench crown present in wetland with sufficient amount of breaks for hydrology to be maintained.,physical
7566,6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,29,3,- Trench crown present in wetland with sufficient amount of breaks for hydrology to be maintained.,wetlands
7567,6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,29,4,- Substrate appears stable through high moisture holding capacity and uniform vegetation growth throughout wetland. Peat accumulating in wetland in top substrate layer; mottling and gleying occurring.,vegetation
7568,6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,29,4,- Substrate appears stable through high moisture holding capacity and uniform vegetation growth throughout wetland. Peat accumulating in wetland in top substrate layer; mottling and gleying occurring.,wetlands
7569,6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,29,5,- Wetland exhibiting semi- saturated conditions due to elevated water table. Intermittent localized areas of standing surface water acting as habitat microsites.,water
7570,6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,29,5,- Wetland exhibiting semi- saturated conditions due to elevated water table. Intermittent localized areas of standing surface water acting as habitat microsites.,wetlands
7571,6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,29,6,- Wetland exhibiting good potential for wildlife.,wildlife
7572,6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,29,6,- Wetland exhibiting good potential for wildlife.,wetlands
7573,6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,29,7,- No subsidence or erosion was observed in wetland.,physical
7574,6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,29,7,- No subsidence or erosion was observed in wetland.,wetlands
7575,6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,29,8,- Wetland is stable with appropriate pre-construction contours achieved. Off ROW vegetation successfully establishing on ROW; species biodiversity maintained. No net loss of wetland function was observed.,vegetation
7576,6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,29,8,- Wetland is stable with appropriate pre-construction contours achieved. Off ROW vegetation successfully establishing on ROW; species biodiversity maintained. No net loss of wetland function was observed.,physical
7577,6a2f1370-1cd5-4ebb-a4bd-a1fe9d5a516a,29,8,- Wetland is stable with appropriate pre-construction contours achieved. Off ROW vegetation successfully establishing on ROW; species biodiversity maintained. No net loss of wetland function was observed.,wetlands
