,tableId,rowIndex,vec_pri,vec_sec,soil,vegetation,water,fish,wildlife,species,air,heritage,physical,wetlands,acoustic,navigation,threshold,VECs
1986,8080827a-39bb-44ce-9654-480588a2ca10,94,,Crop looks to be growing well along RoW. No deficiencies noted.,0,0,0,0,0,0,0,0,0,0,0,0,0,
1987,8080827a-39bb-44ce-9654-480588a2ca10,95,Rare plant,,0,3,0,0,0,0,0,0,0,0,0,0,0,vegetation
1988,8080827a-39bb-44ce-9654-480588a2ca10,96,Rare plant,Lillium philadelphicum  not observed.,0,3,0,0,0,0,0,0,0,0,0,0,0,vegetation
1989,8080827a-39bb-44ce-9654-480588a2ca10,97,Weeds,,0,1,0,0,0,0,0,0,0,0,0,0,0,vegetation
1990,8080827a-39bb-44ce-9654-480588a2ca10,98,Substrate,Wetland substrate appears more mineral over RoW and vegetation still establishing.,0,0,0,0,0,0,0,0,0,1,0,0,0,wetlands
1991,8080827a-39bb-44ce-9654-480588a2ca10,99,Weeds,,0,1,0,0,0,0,0,0,0,0,0,0,0,vegetation
1992,8080827a-39bb-44ce-9654-480588a2ca10,100,Rare plant,,0,3,0,0,0,0,0,0,0,0,0,0,0,vegetation
1993,8080827a-39bb-44ce-9654-480588a2ca10,101,Weeds,,0,1,0,0,0,0,0,0,0,0,0,0,0,vegetation
1994,8080827a-39bb-44ce-9654-480588a2ca10,102,"Channel profile, establishment, debris, marker","Crossing looks pretty good. Good vegetation establishment, no erosion concerns or concerns with channel profile stability. No issues identified.",0,1,0,0,0,0,0,0,1,1,0,0,0,vegetation
1994,8080827a-39bb-44ce-9654-480588a2ca10,102,"Channel profile, establishment, debris, marker","Crossing looks pretty good. Good vegetation establishment, no erosion concerns or concerns with channel profile stability. No issues identified.",0,1,0,0,0,0,0,0,1,1,0,0,0,physical
1994,8080827a-39bb-44ce-9654-480588a2ca10,102,"Channel profile, establishment, debris, marker","Crossing looks pretty good. Good vegetation establishment, no erosion concerns or concerns with channel profile stability. No issues identified.",0,1,0,0,0,0,0,0,1,1,0,0,0,wetlands
1995,8080827a-39bb-44ce-9654-480588a2ca10,103,Weeds,"There are a couple of patches of Foxtail barley along RoW, and elsewhere in the 1/4 in low areas. Vegetation is well established. No other issues identified.",0,1,0,0,0,0,0,0,0,0,0,0,0,vegetation
1996,8080827a-39bb-44ce-9654-480588a2ca10,104,Substrate,No difference in soil composition  observed on/off RoW during August 2016 surveys. Consider issue resolved.,0,0,0,0,0,0,0,0,0,1,0,0,0,wetlands
1997,8080827a-39bb-44ce-9654-480588a2ca10,105,Substrate,Wetland is well established,0,0,0,0,0,0,0,0,0,1,0,0,0,wetlands
1998,8080827a-39bb-44ce-9654-480588a2ca10,106,"Silt fence, bare soil, debris","Creek crossing looks good. No subsidence noted, no other issues noted.",1,0,0,0,0,0,0,0,2,0,0,0,0,soil
1998,8080827a-39bb-44ce-9654-480588a2ca10,106,"Silt fence, bare soil, debris","Creek crossing looks good. No subsidence noted, no other issues noted.",1,0,0,0,0,0,0,0,2,0,0,0,0,physical
1999,8080827a-39bb-44ce-9654-480588a2ca10,107,Erosion,,0,0,0,0,0,0,0,0,1,0,0,0,0,physical
2000,8080827a-39bb-44ce-9654-480588a2ca10,108,Drainage,Wetland is well established.,0,0,0,0,0,0,0,0,0,1,0,0,0,wetlands
2001,8080827a-39bb-44ce-9654-480588a2ca10,109,Erosion,No erosion observed.,0,0,0,0,0,0,0,0,1,0,0,0,0,physical
2002,8080827a-39bb-44ce-9654-480588a2ca10,110,Pugging,Fencing present but in poor condition. No new pugging observed. Previous pugging is re-vegetating.   Can be considered resolved once fence is repaired.,0,0,0,0,0,0,0,0,1,0,0,0,0,physical
2003,8080827a-39bb-44ce-9654-480588a2ca10,111,,Fencing present but in poor condition. No new pugging observed. Previous pugging is re-vegetating.,0,0,0,0,0,0,0,0,0,0,0,0,0,
2004,8080827a-39bb-44ce-9654-480588a2ca10,112,Vegetation establishment,Vegetation has established similar to off RoW. Riparian on RoW affected by agricultural practices. Can be removed from further monitoring.,0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
2005,8080827a-39bb-44ce-9654-480588a2ca10,113,,No signs of contouring concerns. Wetland revegetating well. Consider this issue resolved.,0,0,0,0,0,0,0,0,1,1,0,0,0,physical
2005,8080827a-39bb-44ce-9654-480588a2ca10,113,,No signs of contouring concerns. Wetland revegetating well. Consider this issue resolved.,0,0,0,0,0,0,0,0,1,1,0,0,0,wetlands
2006,8080827a-39bb-44ce-9654-480588a2ca10,114,Compaction,Signs of compaction no longer evident. Portions of wetland on RoW have been seeded to crop which is affective vegetation establishment.  Consider issue resolved but continue to monitor for wetland health and function.,1,0,0,0,0,0,0,0,0,0,0,0,0,soil
2007,8080827a-39bb-44ce-9654-480588a2ca10,115,,Signs of compaction no longer evident. Portions of wetland on RoW have been seeded to crop which is affective vegetation establishment.  Consider issue resolved but continue to monitor for wetland health and function.,1,2,0,0,0,0,0,0,0,2,0,0,0,soil
2007,8080827a-39bb-44ce-9654-480588a2ca10,115,,Signs of compaction no longer evident. Portions of wetland on RoW have been seeded to crop which is affective vegetation establishment.  Consider issue resolved but continue to monitor for wetland health and function.,1,2,0,0,0,0,0,0,0,2,0,0,0,vegetation
2007,8080827a-39bb-44ce-9654-480588a2ca10,115,,Signs of compaction no longer evident. Portions of wetland on RoW have been seeded to crop which is affective vegetation establishment.  Consider issue resolved but continue to monitor for wetland health and function.,1,2,0,0,0,0,0,0,0,2,0,0,0,wetlands
2008,8080827a-39bb-44ce-9654-480588a2ca10,116,Erosion,"Gully erosion still present. Corner of field is wet, and crop isn't growing well.  More to do with the natural drainage of the land than anything.",0,0,0,0,0,0,0,0,1,0,0,0,0,physical
2009,8080827a-39bb-44ce-9654-480588a2ca10,117,Erosion,Some deposition still occurring on block valve pad. Doesn't appear to be much of an issue.,0,0,0,0,0,0,0,0,1,0,0,0,0,physical
2010,8080827a-39bb-44ce-9654-480588a2ca10,118,"Weeds, debris",,0,0,0,0,0,0,0,0,1,0,0,0,0,physical
2011,8080827a-39bb-44ce-9654-480588a2ca10,119,"ESC required, silt fence",Vegetation establishing well and shoreline armouring looks good. No erosion or other issues noted.,0,0,0,0,0,0,0,0,1,0,0,0,0,physical
2012,8080827a-39bb-44ce-9654-480588a2ca10,120,"Weeds, establishment",,0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
2013,8080827a-39bb-44ce-9654-480588a2ca10,121,Weeds,,0,1,0,0,0,0,0,0,0,0,0,0,0,vegetation
2014,8080827a-39bb-44ce-9654-480588a2ca10,122,Weeds,,0,1,0,0,0,0,0,0,0,0,0,0,0,vegetation
2015,8080827a-39bb-44ce-9654-480588a2ca10,123,Weeds,,0,1,0,0,0,0,0,0,0,0,0,0,0,vegetation
2016,8080827a-39bb-44ce-9654-480588a2ca10,124,Rutting,,0,0,0,0,0,0,0,0,1,0,0,0,0,physical
2017,8080827a-39bb-44ce-9654-480588a2ca10,125,,"Part of drainage/creek, currently dry. Entire wetland seeded to soybeans with some cattails.  Currently showing as Class II wetland. Erosion is no longer evident. Issue can be considered resolved and no further monitoring is recommended at this wetland.",0,0,0,0,0,0,0,0,1,1,0,0,0,physical
2017,8080827a-39bb-44ce-9654-480588a2ca10,125,,"Part of drainage/creek, currently dry. Entire wetland seeded to soybeans with some cattails.  Currently showing as Class II wetland. Erosion is no longer evident. Issue can be considered resolved and no further monitoring is recommended at this wetland.",0,0,0,0,0,0,0,0,1,1,0,0,0,wetlands
2018,8080827a-39bb-44ce-9654-480588a2ca10,126,Rutting,Appears to be duplicate issue to KP 94+260-94+510. See line above.,0,0,0,0,0,0,0,0,1,0,0,0,0,physical
2019,8080827a-39bb-44ce-9654-480588a2ca10,127,Debris,,0,0,0,0,0,0,0,0,1,0,0,0,0,physical
2020,8080827a-39bb-44ce-9654-480588a2ca10,128,"Rutting, debris",No deficiencies noted.,0,0,0,0,0,0,0,0,2,0,0,0,0,physical
2021,8080827a-39bb-44ce-9654-480588a2ca10,129,"Topsoil, incomplete reclamation",Some gulling observed due to the removal of  sediment fence without proper re-contouring. No active erosion. Gully not impeding the health and function of the wetland. Issue appears to be resolved.,1,0,0,0,0,0,0,0,0,0,0,0,0,soil
2022,8080827a-39bb-44ce-9654-480588a2ca10,130,,Vegetation has established similar to off RoW. Riparian on RoW affected by agricultural practices. Weeds on/off RoW. Continue to monitor.,0,2,0,0,0,0,0,0,0,1,0,0,0,vegetation
2022,8080827a-39bb-44ce-9654-480588a2ca10,130,,Vegetation has established similar to off RoW. Riparian on RoW affected by agricultural practices. Weeds on/off RoW. Continue to monitor.,0,2,0,0,0,0,0,0,0,1,0,0,0,wetlands
2023,8080827a-39bb-44ce-9654-480588a2ca10,131,Sunken trenches,Sunken trenches and issues described by Enbridge inspector were not observed during the August 2016 field surveys.,0,0,0,0,0,0,0,0,0,0,0,0,0,
2024,8080827a-39bb-44ce-9654-480588a2ca10,132,Vegetation establishment,Land use changed. Currently summerfallow. No issues noted.,0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
2025,8080827a-39bb-44ce-9654-480588a2ca10,133,,"Edge not recovered, and no cattails present on RoW compared to off RoW, however health and function has exceeded pre-construction conditions. Consider this issue resolved.",0,0,0,0,0,0,0,0,0,1,0,0,0,wetlands
2026,84dd4703-3265-4225-b1ae-dcdbd7ce405b,1,Water bars on both north and south banks are ineffective.,Sedimentation into stream.,0,0,1,0,0,0,0,0,0,1,0,0,0,water
2026,84dd4703-3265-4225-b1ae-dcdbd7ce405b,1,Water bars on both north and south banks are ineffective.,Sedimentation into stream.,0,0,1,0,0,0,0,0,0,1,0,0,0,wetlands
2027,84dd4703-3265-4225-b1ae-dcdbd7ce405b,2,Failing sediment fencing on north and south banks.,Sedimentation into stream.,0,0,0,0,0,0,0,0,1,1,0,0,0,physical
2027,84dd4703-3265-4225-b1ae-dcdbd7ce405b,2,Failing sediment fencing on north and south banks.,Sedimentation into stream.,0,0,0,0,0,0,0,0,1,1,0,0,0,wetlands
2028,84dd4703-3265-4225-b1ae-dcdbd7ce405b,3,Sediment fencing in vegetated areas on the north bank,Unnecessary and may impact existing vegetation.,0,0,0,0,0,0,0,0,1,1,0,0,0,physical
2028,84dd4703-3265-4225-b1ae-dcdbd7ce405b,3,Sediment fencing in vegetated areas on the north bank,Unnecessary and may impact existing vegetation.,0,0,0,0,0,0,0,0,1,1,0,0,0,wetlands
2029,84dd4703-3265-4225-b1ae-dcdbd7ce405b,4,Water bars on south bank is ineffective.,Sedimentation into stream.,0,0,1,0,0,0,0,0,0,1,0,0,0,water
2029,84dd4703-3265-4225-b1ae-dcdbd7ce405b,4,Water bars on south bank is ineffective.,Sedimentation into stream.,0,0,1,0,0,0,0,0,0,1,0,0,0,wetlands
2030,84dd4703-3265-4225-b1ae-dcdbd7ce405b,5,Sediment fencing in vegetated areas.,Unnecessary and may impact existing vegetation.,0,0,0,0,0,0,0,0,1,0,0,0,0,physical
2031,87cb136f-07b5-44b6-a477-93b07c77b33c,1,1. PHYSICAL ENVIRONMENT,,0,0,0,0,0,0,0,0,1,0,0,0,0,physical
2032,87cb136f-07b5-44b6-a477-93b07c77b33c,2,2. SOIL CAPABILITY,,1,0,0,0,0,0,0,0,0,0,0,0,0,soil
2033,87cb136f-07b5-44b6-a477-93b07c77b33c,3,2. SOIL CAPABILITY,,1,0,0,0,0,0,0,0,0,0,0,0,0,soil
2034,87cb136f-07b5-44b6-a477-93b07c77b33c,4,3. WATER QUANTITY AND QUALITY,,0,0,2,0,0,0,0,0,0,0,0,0,0,water
2035,87cb136f-07b5-44b6-a477-93b07c77b33c,5,4. WETLANDS,,0,0,0,0,0,0,0,0,0,1,0,0,0,wetlands
2036,87cb136f-07b5-44b6-a477-93b07c77b33c,6,5. VEGETATION,,0,1,0,0,0,0,0,0,0,0,0,0,0,vegetation
2037,87cb136f-07b5-44b6-a477-93b07c77b33c,7,5. VEGETATION,,0,1,0,0,0,0,0,0,0,0,0,0,0,vegetation
2038,87cb136f-07b5-44b6-a477-93b07c77b33c,8,6. WILDLIFE AND WILDLIFE HABITAT,,0,0,0,0,1,0,0,0,0,0,0,0,0,wildlife
2039,87cb136f-07b5-44b6-a477-93b07c77b33c,9,7.  HUMAN OCCUPANCY AND RESOURCE USE,,0,0,0,0,0,0,1,1,0,0,1,0,0,air
2039,87cb136f-07b5-44b6-a477-93b07c77b33c,9,7.  HUMAN OCCUPANCY AND RESOURCE USE,,0,0,0,0,0,0,1,1,0,0,1,0,0,heritage
2039,87cb136f-07b5-44b6-a477-93b07c77b33c,9,7.  HUMAN OCCUPANCY AND RESOURCE USE,,0,0,0,0,0,0,1,1,0,0,1,0,0,acoustic
2040,884ee474-44b4-4afa-9a74-6dce6bc4736b,1,No issues observed.,2016 – This area was not assessed. The Cromer Terminal is an area of permanent disturbance.,0,0,0,0,0,0,0,0,0,0,0,0,0,
2041,884ee474-44b4-4afa-9a74-6dce6bc4736b,2,No issues observed.,2016 – Equivalent land capability has been achieved.,0,0,0,0,0,0,0,0,0,0,0,0,0,
2042,884ee474-44b4-4afa-9a74-6dce6bc4736b,3,Vegetation – Weeds.,"2015 – Elevated trench crown in wetland causing pooling water (CH2M drainage and wetland assessment). 2016 – Wetland health: healthy and high-moderate functional condition. Slow vegetation establishment at margins. Weed observations of white sweet-clover, perennial sow-thistle, Canada thistle, and foxtail barley. 2017 – Wetland health: healthy and high-moderate functional condition. Slow vegetation establishment at margins. Weed observations of white sweet-clover, perennial sow-thistle, Canada thistle, and foxtail barley. 2018 – Wetland health: healthy with problems and high-moderate functional condition. Margins of wetland cultivated. Few bare soil patches observed in cultivated margin. Weed densities are moderate on and off right-of-way, and observations include Canada thistle, perennial sow-thistle, foxtail barley, white sweet-clover, night-flowering catchfly and summer-cypress.",0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
2043,884ee474-44b4-4afa-9a74-6dce6bc4736b,4,Vegetation – Weeds.,"2016 – Equivalent land capability has been achieved. 2017 – A single patch of dense weeds were observed at one location on the right-of-way. Observations include yellow/white sweet-clover Canada thistle, perennial sow-thistle, foxtail barley, common dock, absinth wormwood, common plantain, white sweet-clover and wild oats. 2018 – A single patch of dense weeds was observed at one location on the right-of-way. Observations include Canada thistle, common dandelion, green foxtail, perennial sow-thistle, smooth brome and wild oat.",0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
2044,884ee474-44b4-4afa-9a74-6dce6bc4736b,5,Landscape – Compaction.,"2018 – Compaction observed in the topsoil in a 40 m x 20 m area, resulting in bare soil.",1,0,0,0,0,0,0,0,1,0,0,0,0,soil
2044,884ee474-44b4-4afa-9a74-6dce6bc4736b,5,Landscape – Compaction.,"2018 – Compaction observed in the topsoil in a 40 m x 20 m area, resulting in bare soil.",1,0,0,0,0,0,0,0,1,0,0,0,0,physical
2045,884ee474-44b4-4afa-9a74-6dce6bc4736b,6,No issues observed.,2015 - Elevated trench crown on west margin of the wetland causing pooling water (CH2M drainage and wetland assessment). 2016 – Health and Function Assessment: healthy and low-moderate functional condition. Positive trajectory towards recovery observed.,0,0,1,1,0,0,0,0,1,3,0,0,0,water
2045,884ee474-44b4-4afa-9a74-6dce6bc4736b,6,No issues observed.,2015 - Elevated trench crown on west margin of the wetland causing pooling water (CH2M drainage and wetland assessment). 2016 – Health and Function Assessment: healthy and low-moderate functional condition. Positive trajectory towards recovery observed.,0,0,1,1,0,0,0,0,1,3,0,0,0,fish
2045,884ee474-44b4-4afa-9a74-6dce6bc4736b,6,No issues observed.,2015 - Elevated trench crown on west margin of the wetland causing pooling water (CH2M drainage and wetland assessment). 2016 – Health and Function Assessment: healthy and low-moderate functional condition. Positive trajectory towards recovery observed.,0,0,1,1,0,0,0,0,1,3,0,0,0,physical
2045,884ee474-44b4-4afa-9a74-6dce6bc4736b,6,No issues observed.,2015 - Elevated trench crown on west margin of the wetland causing pooling water (CH2M drainage and wetland assessment). 2016 – Health and Function Assessment: healthy and low-moderate functional condition. Positive trajectory towards recovery observed.,0,0,1,1,0,0,0,0,1,3,0,0,0,wetlands
2046,884ee474-44b4-4afa-9a74-6dce6bc4736b,7,No issues observed.,2016 – Wetland recovery is on a trajectory to equivalent health and function status.,0,0,0,0,0,0,0,0,0,2,0,0,0,wetlands
2047,884ee474-44b4-4afa-9a74-6dce6bc4736b,8,No issues observed.,2016 – Wetland recovery is on a trajectory to equivalent health and function status.,0,0,0,0,0,0,0,0,0,2,0,0,0,wetlands
2048,884ee474-44b4-4afa-9a74-6dce6bc4736b,9,No issues observed.,2016 – Change in vegetation composition noted due to increased bare soil. 2017 – Slow vegetation establishment due to cultivation within wetland margins. 2018 – Slow vegetation establishment due to cultivation within wetland margins. The uncultivated portion of the wetland is well vegetated and on a positive trajectory towards recovery.,1,2,0,0,0,0,0,0,0,1,0,0,0,soil
2048,884ee474-44b4-4afa-9a74-6dce6bc4736b,9,No issues observed.,2016 – Change in vegetation composition noted due to increased bare soil. 2017 – Slow vegetation establishment due to cultivation within wetland margins. 2018 – Slow vegetation establishment due to cultivation within wetland margins. The uncultivated portion of the wetland is well vegetated and on a positive trajectory towards recovery.,1,2,0,0,0,0,0,0,0,1,0,0,0,vegetation
2048,884ee474-44b4-4afa-9a74-6dce6bc4736b,9,No issues observed.,2016 – Change in vegetation composition noted due to increased bare soil. 2017 – Slow vegetation establishment due to cultivation within wetland margins. 2018 – Slow vegetation establishment due to cultivation within wetland margins. The uncultivated portion of the wetland is well vegetated and on a positive trajectory towards recovery.,1,2,0,0,0,0,0,0,0,1,0,0,0,wetlands
2049,884ee474-44b4-4afa-9a74-6dce6bc4736b,10,Landscape – Erosion and compaction.,2015 – Minor rill erosion was observed (CH2M drainage and wetland assessment). 2016 – Minor rill erosion was observed crossing the right-of-way adjacent to the wetland. 2017 - Minor rill erosion was observed crossing the right-of-way adjacent to the wetland. Minor soil compaction was observed along right-of-way. 2018 – Minor rill erosion was observed crossing the right-of-way adjacent to the wetland within cultivation. The erosion is associated with overland flow into the adjacent wetland. Compaction of the topsoil was observed on the right-of-way within the riparian area of the adjacent wetland.,1,0,0,0,0,0,0,0,2,0,0,0,0,soil
2049,884ee474-44b4-4afa-9a74-6dce6bc4736b,10,Landscape – Erosion and compaction.,2015 – Minor rill erosion was observed (CH2M drainage and wetland assessment). 2016 – Minor rill erosion was observed crossing the right-of-way adjacent to the wetland. 2017 - Minor rill erosion was observed crossing the right-of-way adjacent to the wetland. Minor soil compaction was observed along right-of-way. 2018 – Minor rill erosion was observed crossing the right-of-way adjacent to the wetland within cultivation. The erosion is associated with overland flow into the adjacent wetland. Compaction of the topsoil was observed on the right-of-way within the riparian area of the adjacent wetland.,1,0,0,0,0,0,0,0,2,0,0,0,0,physical
2050,884ee474-44b4-4afa-9a74-6dce6bc4736b,11,No issues observed.,2016 – Minor rill erosion was observed adjacent to wetland. 2017 – Wetland recovery is on a trajectory to equivalent health and function status.,0,0,0,0,0,0,0,0,3,2,0,0,0,physical
2050,884ee474-44b4-4afa-9a74-6dce6bc4736b,11,No issues observed.,2016 – Minor rill erosion was observed adjacent to wetland. 2017 – Wetland recovery is on a trajectory to equivalent health and function status.,0,0,0,0,0,0,0,0,3,2,0,0,0,wetlands
2051,884ee474-44b4-4afa-9a74-6dce6bc4736b,12,No issues observed.,2016 – Change in vegetation composition noted due to increased bare soil. 2017 – Wetland recovery is on a trajectory to equivalent health and function status.,1,1,0,0,0,0,0,0,0,2,0,0,0,soil
2051,884ee474-44b4-4afa-9a74-6dce6bc4736b,12,No issues observed.,2016 – Change in vegetation composition noted due to increased bare soil. 2017 – Wetland recovery is on a trajectory to equivalent health and function status.,1,1,0,0,0,0,0,0,0,2,0,0,0,vegetation
2051,884ee474-44b4-4afa-9a74-6dce6bc4736b,12,No issues observed.,2016 – Change in vegetation composition noted due to increased bare soil. 2017 – Wetland recovery is on a trajectory to equivalent health and function status.,1,1,0,0,0,0,0,0,0,2,0,0,0,wetlands
2052,884ee474-44b4-4afa-9a74-6dce6bc4736b,13,No issues observed.,"2016 – Slow vegetation establishment at wetland margins. 2017 – Weed observations of perennial sow-thistle and white sweet-clover at west wetland margin. 2018 – Weed observations of night-flowering catchfly, perennial sow-thistle and Canada thistle at wetland margin. Weed densities are low and equivalent on and off the right-of-way.",0,5,0,0,0,0,0,0,0,1,0,0,0,vegetation
2052,884ee474-44b4-4afa-9a74-6dce6bc4736b,13,No issues observed.,"2016 – Slow vegetation establishment at wetland margins. 2017 – Weed observations of perennial sow-thistle and white sweet-clover at west wetland margin. 2018 – Weed observations of night-flowering catchfly, perennial sow-thistle and Canada thistle at wetland margin. Weed densities are low and equivalent on and off the right-of-way.",0,5,0,0,0,0,0,0,0,1,0,0,0,wetlands
2053,884ee474-44b4-4afa-9a74-6dce6bc4736b,14,No issues observed.,2016 – Equivalent land capability has been achieved.,0,0,0,0,0,0,0,0,0,0,0,0,0,
2054,884ee474-44b4-4afa-9a74-6dce6bc4736b,15,Landscape – Elevated trench crown.,"2016 – Slightly elevated trench crown at east and west wetland margins, but hydrology not impeded. 2017 – Slightly elevated trench crown at east and west wetland margins, but hydrology not impeded. 2018 – Slightly elevated trench crown was observed and is resulting in an increase of weeds within the wetland. Wetland vegetation establishment on the trench crown is not occurring at a satisfactory rate.",0,0,0,0,0,0,0,0,2,0,0,0,0,physical
2055,884ee474-44b4-4afa-9a74-6dce6bc4736b,16,No issues observed.,2016 – Wetland recovery is on a trajectory to equivalent health and function status.,0,0,0,0,0,0,0,0,0,2,0,0,0,wetlands
2056,884ee474-44b4-4afa-9a74-6dce6bc4736b,17,No issues observed.,"2016 – Wetland health: healthy with problems and high-moderate functional condition. Bare soil at wetland margins. Weed observations of perennial sow-thistle, Canada thistle, and foxtail barley.  2017 – Wetland health: healthy with problems and high-moderate functional condition. Bare soil at east wetland margin. Weed observations of perennial sow-thistle and foxtail barley.  2018 – Wetland health: healthy with problems and high-moderate functional condition. Weed densities were equivalent on and off the right-of-way.",1,3,0,0,0,0,0,0,0,2,0,0,0,soil
2056,884ee474-44b4-4afa-9a74-6dce6bc4736b,17,No issues observed.,"2016 – Wetland health: healthy with problems and high-moderate functional condition. Bare soil at wetland margins. Weed observations of perennial sow-thistle, Canada thistle, and foxtail barley.  2017 – Wetland health: healthy with problems and high-moderate functional condition. Bare soil at east wetland margin. Weed observations of perennial sow-thistle and foxtail barley.  2018 – Wetland health: healthy with problems and high-moderate functional condition. Weed densities were equivalent on and off the right-of-way.",1,3,0,0,0,0,0,0,0,2,0,0,0,vegetation
2056,884ee474-44b4-4afa-9a74-6dce6bc4736b,17,No issues observed.,"2016 – Wetland health: healthy with problems and high-moderate functional condition. Bare soil at wetland margins. Weed observations of perennial sow-thistle, Canada thistle, and foxtail barley.  2017 – Wetland health: healthy with problems and high-moderate functional condition. Bare soil at east wetland margin. Weed observations of perennial sow-thistle and foxtail barley.  2018 – Wetland health: healthy with problems and high-moderate functional condition. Weed densities were equivalent on and off the right-of-way.",1,3,0,0,0,0,0,0,0,2,0,0,0,wetlands
2057,884ee474-44b4-4afa-9a74-6dce6bc4736b,18,No issues observed.,2016 – Wetland recovery is on a trajectory to equivalent health and function status.,0,0,0,0,0,0,0,0,0,2,0,0,0,wetlands
2058,884ee474-44b4-4afa-9a74-6dce6bc4736b,19,Vegetation – Weeds.,"2016 – Wetland health: healthy with problems and high-moderate functional condition. Contouring at east wetland margin appears to have elevated portions and a slight trench crown extends into the wetland basin. Bare soil at wetland margins. Slow wetland vegetation establishment at wetland margins and weed observations of white sweet-clover, perennial sow-thistle, Canada thistle, and foxtail barley.  2017 – Wetland health: healthy and high-moderate functional condition. Minor subsidence at west wetland margin. Contouring at east wetland margin appears to have elevated portions and a slight trench crown extends into the wetland basin, but hydrology not impeded. Weed observations of white sweet-clover, perennial sow-thistle, Canada thistle, and foxtail barley. 2018 – Wetland health: healthy with problems and high-moderate functional condition. The subsidence and elevated trench crown were not observed. Weed observations of perennial sow-thistle, Canada thistle and foxtail barley. Weed densities are higher on the right-of-way than off.",0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
2059,884ee474-44b4-4afa-9a74-6dce6bc4736b,20,No issues observed.,"2016 – An area of poor vegetation establishment was observed requiring seeding with approved seed mix (Enbridge observed issue). 2016 – Reduced crop growth and density observed on the right-of-way. As a result, weeds were outcompeting desirable species. High densities of yellow sweet-clover, Canada thistle, perennial sow-thistle, foxtail barley, and moderate densities of curled dock were observed. No soil issues were observed. 2017 –Higher densities of yellow sweet-clover and white sweet-clover were observed on right-of-way than off. No soil issues were observed. General weed densities and vegetation establishment were improved from previous year. 2018 – Weed densities are low to moderate and are equivalent on and off the right-of-way.",3,8,0,0,0,0,0,0,0,0,0,0,0,soil
2059,884ee474-44b4-4afa-9a74-6dce6bc4736b,20,No issues observed.,"2016 – An area of poor vegetation establishment was observed requiring seeding with approved seed mix (Enbridge observed issue). 2016 – Reduced crop growth and density observed on the right-of-way. As a result, weeds were outcompeting desirable species. High densities of yellow sweet-clover, Canada thistle, perennial sow-thistle, foxtail barley, and moderate densities of curled dock were observed. No soil issues were observed. 2017 –Higher densities of yellow sweet-clover and white sweet-clover were observed on right-of-way than off. No soil issues were observed. General weed densities and vegetation establishment were improved from previous year. 2018 – Weed densities are low to moderate and are equivalent on and off the right-of-way.",3,8,0,0,0,0,0,0,0,0,0,0,0,vegetation
2060,884ee474-44b4-4afa-9a74-6dce6bc4736b,21,No issues observed.,2015 - Trench subsidence causing pooling water approximately 10 m long on east margin of the wetland (CH2M drainage and wetland assessment). 2016 – Minor contouring issue on the east wetland margin causing water to pool.  2017 – Slow vegetation establishment at east wetland margin. 2018 – Wetland vegetation is well established. Minor contouring issue was observed at the time of assessment.,0,2,1,1,0,0,0,0,3,1,0,0,0,vegetation
2060,884ee474-44b4-4afa-9a74-6dce6bc4736b,21,No issues observed.,2015 - Trench subsidence causing pooling water approximately 10 m long on east margin of the wetland (CH2M drainage and wetland assessment). 2016 – Minor contouring issue on the east wetland margin causing water to pool.  2017 – Slow vegetation establishment at east wetland margin. 2018 – Wetland vegetation is well established. Minor contouring issue was observed at the time of assessment.,0,2,1,1,0,0,0,0,3,1,0,0,0,water
2060,884ee474-44b4-4afa-9a74-6dce6bc4736b,21,No issues observed.,2015 - Trench subsidence causing pooling water approximately 10 m long on east margin of the wetland (CH2M drainage and wetland assessment). 2016 – Minor contouring issue on the east wetland margin causing water to pool.  2017 – Slow vegetation establishment at east wetland margin. 2018 – Wetland vegetation is well established. Minor contouring issue was observed at the time of assessment.,0,2,1,1,0,0,0,0,3,1,0,0,0,fish
2060,884ee474-44b4-4afa-9a74-6dce6bc4736b,21,No issues observed.,2015 - Trench subsidence causing pooling water approximately 10 m long on east margin of the wetland (CH2M drainage and wetland assessment). 2016 – Minor contouring issue on the east wetland margin causing water to pool.  2017 – Slow vegetation establishment at east wetland margin. 2018 – Wetland vegetation is well established. Minor contouring issue was observed at the time of assessment.,0,2,1,1,0,0,0,0,3,1,0,0,0,physical
2060,884ee474-44b4-4afa-9a74-6dce6bc4736b,21,No issues observed.,2015 - Trench subsidence causing pooling water approximately 10 m long on east margin of the wetland (CH2M drainage and wetland assessment). 2016 – Minor contouring issue on the east wetland margin causing water to pool.  2017 – Slow vegetation establishment at east wetland margin. 2018 – Wetland vegetation is well established. Minor contouring issue was observed at the time of assessment.,0,2,1,1,0,0,0,0,3,1,0,0,0,wetlands
2061,884ee474-44b4-4afa-9a74-6dce6bc4736b,22,Vegetation – Establishment.,2016 – Slow vegetation establishment at east and west wetland margins. 2017 – Slow vegetation establishment at east and west wetland margins. 2018 – Slow vegetation establishment at the wetland margin.,0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
